model	n	events	hr_per_sd	ci95_low	ci95_high	p	concordance	module_ph_p_rank	global_ph_min_p_rank
OS_univariable	566	115	1.008398704339586	0.8413479862336684	1.2086175560552657	0.9278827015071155	0.5030927287690143	0.8282477043532529	0.8282477043532529
OS_age_adjusted	566	115	1.0061162980931406	0.8424746097897627	1.201543635292765	0.9463212231704505	0.5994318935995115	0.9855449936292693	0.5287698433821645
OS_age_stage_adjusted	554	110	1.0110955072567176	0.8412375064027231	1.2152502914026155	0.9063908391800528	0.729667256435135	0.8925476281575822	0.3139406717202653
