k	feature	observed_module_mean	null_module_mean_median	null_module_mean_ci95_low	null_module_mean_ci95_high	observed_percentile	standardized_difference_vs_null_mean
50	mean_expression_log_cp10k	0.18991548276758663	0.16128558634956058	0.13615087307770213	0.19052358033417188	97.31	2.00428196252128
50	cell_detection_rate	0.13832404927483272	0.14386873131688502	0.12053254895024698	0.16653177490077778	32.940000000000005	-0.46695689576843563
50	tnkilc_vs_other_log2_cpm_ratio	4.012782326327498	3.766106464214269	3.459300942700221	4.12787979019546	90.86	1.3852968633755476
