"replicate","mean_expression_log_cp10k","cell_detection_rate","tnkilc_vs_other_log2_cpm_ratio","standardized_distance_to_frozen","rho"
9106,0.174839943285318,0.132112217250856,4.04407392620437,1.21306255805963,0.73916547052454
5117,0.173599012932888,0.138336682850601,3.95545078682199,1.2137899896895,0.782226587091738
151,0.196459269949117,0.151332745062216,3.97236041995802,1.21586609878164,0.787011155599204
668,0.174788063892846,0.132269165134441,4.05154272572727,1.21789617014299,0.764901412706807
5806,0.177634183702576,0.134361479644394,3.87835080447556,1.21916934851737,0.779305482108232
7578,0.180682960577906,0.14648922647531,3.88062415334751,1.22187335735038,0.772002719649467
5271,0.174829482817769,0.140838616759507,3.92061460839023,1.22222061710732,0.710508423358767
4057,0.197584583508723,0.146721975813505,4.1572533793857,1.22413371242959,0.786860063962126
7505,0.195129185681627,0.151828369957746,3.96973668669118,1.22435593613549,0.745964594193045
3392,0.176970490075178,0.144441129480546,3.90534950978227,1.22850036649184,0.730956158243308
5330,0.175239777159683,0.133686555154304,4.10027772739584,1.22938322595072,0.798494120017124
3263,0.179467352109797,0.143738022398358,3.86188956173513,1.23541103475313,0.751303165369797
121,0.174954460151976,0.133317751923219,3.93496377055818,1.235609838402,0.839037042633023
9887,0.192324035144142,0.147142285161185,4.18174518132141,1.23860049547023,0.764145954521417
4949,0.17625368718497,0.147221973869878,4.03653619278177,1.24035094788714,0.818186396716275
8550,0.180414133298813,0.136161278284632,4.18973883328486,1.24046981425596,0.845332527511269
1826,0.193241856317459,0.141568448713513,3.80712989520233,1.24109957280096,0.702198383319483
1871,0.176967454811448,0.1463240181768,3.93013989392881,1.24171872621849,0.759814660925184
6717,0.17284132036391,0.137814818990014,3.97512856093914,1.24196499311205,0.748382060386291
4224,0.176037167826042,0.146585436013854,3.96509965774648,1.24427014269512,0.787917705421671
1355,0.172681296571763,0.140432398707877,4.01900983373386,1.24678085551958,0.724711037244089
7667,0.17709965991631,0.130744875627306,4.10893019811118,1.2482718867032,0.80952380952381
1054,0.181681146530518,0.150669968241134,4.07450183098137,1.24866194556452,0.774974188511999
5188,0.18033075957293,0.15015393526167,4.06610357011372,1.2495763607161,0.792148271259853
7955,0.18219133132476,0.142504791040657,3.82814313778347,1.25123662159414,0.661856916219687
7166,0.178715331951922,0.146959584219303,4.12133486761452,1.25136385663075,0.766664148472715
5348,0.188824453281457,0.141087401020793,3.80018495392602,1.25136959995293,0.722797209841102
7239,0.172891738154855,0.138645719550167,3.96331518703868,1.25173565207473,0.740273475863111
8738,0.18335749419832,0.152008641365826,3.99048514231729,1.2529329335065,0.83546120722218
6853,0.19314571029168,0.151109713859227,4.11576415116299,1.25311468515645,0.762131399360379
5741,0.173999460696728,0.14402616510723,3.97742317896408,1.25329999432887,0.781017853995115
5187,0.17306112360026,0.141679235454867,3.97618996330959,1.25695354220901,0.793860643146735
827,0.188408690897365,0.153063544942488,3.98684598499862,1.25715355638181,0.742338394903175
9972,0.176698084787686,0.147619445599823,4.05961702360771,1.25818117639107,0.709803329052404
8996,0.175254547241903,0.130348861617642,3.98135347055734,1.25965031926921,0.768426884238624
8469,0.178041910751172,0.149336154184046,4.02047691744431,1.25990079065094,0.666943668001309
