column,gene,median_crc_2d,rank_strongest_dependency,percentile_strongest_dependency
HAUS1 (115106),HAUS1,-1.5686694893906314,380.0,97.95466810577442
ARIH1 (25820),ARIH1,-1.5678968963350814,381.0,97.94927145169994
CDK7 (1022),CDK7,-1.5630061152883865,382.0,97.94387479762547
RPLP0 (6175),RPLP0,-1.558636088026223,383.0,97.938478143551
RBM8A (9939),RBM8A,-1.5586111548243533,384.0,97.93308148947652
PSMC6 (5706),PSMC6,-1.558252223210634,385.0,97.92768483540205
EIF1AD (84285),EIF1AD,-1.5564723639801357,386.0,97.92228818132757
PCBP1 (5093),PCBP1,-1.5558466469233587,387.0,97.9168915272531
PMPCA (23203),PMPCA,-1.555000401651522,388.0,97.91149487317863
SNAPC1 (6617),SNAPC1,-1.5534960258007022,389.0,97.90609821910415
PAM16 (51025),PAM16,-1.5529586249967413,390.0,97.90070156502968
TINF2 (26277),TINF2,-1.5520107907648777,391.0,97.8953049109552
PCBP2 (5094),PCBP2,-1.5500048725902806,392.0,97.88990825688073
WDR70 (55100),WDR70,-1.5498799706873507,393.0,97.88451160280626
POLR3K (51728),POLR3K,-1.5466740354072464,394.0,97.87911494873178
CAPZB (832),CAPZB,-1.5442622367067376,395.0,97.87371829465731
TUBG1 (7283),TUBG1,-1.5409121217776205,396.0,97.86832164058283
TAF6 (6878),TAF6,-1.540510411283635,397.0,97.86292498650836
ALDOA (226),ALDOA,-1.540312638321001,398.0,97.8575283324339
BUD23 (114049),BUD23,-1.5393222610077884,399.0,97.85213167835943
EXOSC4 (54512),EXOSC4,-1.5384254033639375,400.0,97.84673502428495
GPN1 (11321),GPN1,-1.53724221710537,401.0,97.84133837021048
POLR2H (5437),POLR2H,-1.5342352797913916,402.0,97.835941716136
OSGEP (55644),OSGEP,-1.5291764250704605,403.0,97.83054506206153
TNPO3 (23534),TNPO3,-1.529097096647391,404.0,97.82514840798704
RPL36A (6173),RPL36A,-1.5288990525567765,405.0,97.81975175391257
MASTL (84930),MASTL,-1.528794386773922,406.0,97.8143550998381
CCT2 (10576),CCT2,-1.5253706351030771,407.0,97.80895844576362
SNAP23 (8773),SNAP23,-1.5225916153772128,408.0,97.80356179168915
CNOT3 (4849),CNOT3,-1.5217137264103568,409.0,97.79816513761467
HAUS5 (23354),HAUS5,-1.5212272365607364,410.0,97.7927684835402
CRCP (27297),CRCP,-1.5204667311402635,411.0,97.78737182946573
CFAP298 (56683),CFAP298,-1.5172789495197234,412.0,97.78197517539125
NUF2 (83540),NUF2,-1.512134732443999,413.0,97.77657852131678
PRPF6 (24148),PRPF6,-1.5114554622134455,414.0,97.7711818672423
TRRAP (8295),TRRAP,-1.5113815726396027,415.0,97.76578521316783
SNW1 (22938),SNW1,-1.5108783928090928,416.0,97.76038855909336
VARS1 (7407),VARS1,-1.5106721297793368,417.0,97.75499190501888
YJU2 (55702),YJU2,-1.510064923274819,418.0,97.74959525094441
CWC22 (57703),CWC22,-1.508264459114556,419.0,97.74419859686994
ATP6V1E1 (529),ATP6V1E1,-1.5051012349324986,420.0,97.73880194279548
NFS1 (9054),NFS1,-1.5041221579880222,421.0,97.733405288721
EIF5 (1983),EIF5,-1.50364705117596,422.0,97.72800863464653
RBM25 (58517),RBM25,-1.5021941763323696,423.0,97.72261198057205
SART3 (9733),SART3,-1.500415559911156,424.0,97.71721532649758
HEATR1 (55127),HEATR1,-1.4998566137564842,425.0,97.7118186724231
RSL1D1 (26156),RSL1D1,-1.4995978141340127,426.0,97.70642201834863
ANAPC2 (29882),ANAPC2,-1.4956066275589333,427.0,97.70102536427416
EIF2B2 (8892),EIF2B2,-1.4951441003050894,428.0,97.69562871019968
YARS2 (51067),YARS2,-1.4947662294308504,429.0,97.6902320561252
GTF2A2 (2958),GTF2A2,-1.4947428607766673,430.0,97.68483540205072
NAA10 (8260),NAA10,-1.4895650804634082,431.0,97.67943874797625
PRC1 (9055),PRC1,-1.4890700702496735,432.0,97.67404209390178
WDR75 (84128),WDR75,-1.4867795252230356,433.0,97.6686454398273
KAT8 (84148),KAT8,-1.4865467615109882,434.0,97.66324878575283
RPS5 (6193),RPS5,-1.485808530442858,435.0,97.65785213167835
VPS28 (51160),VPS28,-1.4853388515835215,436.0,97.65245547760388
EIF3E (3646),EIF3E,-1.4851700125952667,437.0,97.6470588235294
CPSF3 (51692),CPSF3,-1.483971769876253,438.0,97.64166216945493
RBM14 (10432),RBM14,-1.4832961845870871,439.0,97.63626551538046
CDK9 (1025),CDK9,-1.4824648713366777,440.0,97.63086886130598
PKMYT1 (9088),PKMYT1,-1.4820833149740107,441.0,97.62547220723151
DCAF13 (25879),DCAF13,-1.4815108853123409,442.0,97.62007555315704
EIF3D (8664),EIF3D,-1.480650649926218,443.0,97.61467889908258
MFAP1 (4236),MFAP1,-1.4802602339530528,444.0,97.6092822450081
DDX10 (1662),DDX10,-1.477232381191715,445.0,97.60388559093363
PSMC5 (5705),PSMC5,-1.472503765908884,446.0,97.59848893685916
DDX18 (8886),DDX18,-1.4694606755954407,447.0,97.59309228278468
MAD2L1 (4085),MAD2L1,-1.4688618491927166,448.0,97.58769562871021
H2BC11 (8970),H2BC11,-1.4686953817595545,449.0,97.58229897463573
SRP19 (6728),SRP19,-1.46851263815758,450.0,97.57690232056126
GGPS1 (9453),GGPS1,-1.4680160755294047,451.0,97.57150566648679
MDN1 (23195),MDN1,-1.4663149668701696,452.0,97.56610901241231
TPX2 (22974),TPX2,-1.4652219157598112,453.0,97.56071235833784
SF3B2 (10992),SF3B2,-1.4640453604114425,454.0,97.55531570426335
CLTC (1213),CLTC,-1.4639649161567614,455.0,97.54991905018888
POLR1A (25885),POLR1A,-1.4635853667594465,456.0,97.5445223961144
DARS1 (1615),DARS1,-1.4605569538923515,457.0,97.53912574203993
DDX41 (51428),DDX41,-1.4604026601281888,458.0,97.53372908796545
NCBP1 (4686),NCBP1,-1.4567977663991794,459.0,97.52833243389098
LSM4 (25804),LSM4,-1.4556350382911465,460.0,97.5229357798165
PAK1IP1 (55003),PAK1IP1,-1.455079251928127,461.0,97.51753912574203
SPOUT1 (51490),SPOUT1,-1.454112359259461,462.0,97.51214247166756
RPS25 (6230),RPS25,-1.4476186174347323,463.0,97.50674581759309
NDC80 (10403),NDC80,-1.446574546608212,464.0,97.50134916351861
PSMA4 (5685),PSMA4,-1.4464833717587209,465.0,97.49595250944414
RAE1 (8480),RAE1,-1.44222349780117,466.0,97.49055585536968
PFDN6 (10471),PFDN6,-1.4409719074373748,467.0,97.4851592012952
HINFP (25988),HINFP,-1.438150286505106,468.0,97.47976254722073
SSU72 (29101),SSU72,-1.4376093983337228,469.0,97.47436589314626
PDCD11 (22984),PDCD11,-1.4359839218583086,470.0,97.46896923907178
PWP2 (5822),PWP2,-1.4353323606025894,471.0,97.46357258499731
H3-3A (3020),H3-3A,-1.4344787843746736,472.0,97.45817593092283
RPP21 (79897),RPP21,-1.4344697513764118,473.0,97.45277927684836
RABGGTB (5876),RABGGTB,-1.433916036521165,474.0,97.44738262277389
IPO13 (9670),IPO13,-1.4335747519514148,475.0,97.44198596869941
THOC3 (84321),THOC3,-1.4333152223265897,476.0,97.43658931462494
EPRS1 (2058),EPRS1,-1.4331879992690555,477.0,97.43119266055047
ACTR2 (10097),ACTR2,-1.4328422894208257,478.0,97.42579600647599
POLA2 (23649),POLA2,-1.4292546028678177,479.0,97.4203993524015
SFPQ (6421),SFPQ,-1.4290903154136372,480.0,97.41500269832703
SNAPC2 (6618),SNAPC2,-1.4231808228617329,481.0,97.40960604425256
NPLOC4 (55666),NPLOC4,-1.4231225830235557,482.0,97.40420939017808
MED6 (10001),MED6,-1.4227817305772736,483.0,97.39881273610361
LSM3 (27258),LSM3,-1.421802776232219,484.0,97.39341608202913
COPG1 (22820),COPG1,-1.4214109485681254,485.0,97.38801942795466
SMC4 (10051),SMC4,-1.4204957381882644,486.0,97.38262277388019
FCF1 (51077),FCF1,-1.4200235974439557,487.0,97.37722611980571
ALG2 (85365),ALG2,-1.4185658218410002,488.0,97.37182946573124
RANGAP1 (5905),RANGAP1,-1.4165654407050643,489.0,97.36643281165678
HARS1 (3035),HARS1,-1.4161823912755875,490.0,97.3610361575823
PSMC2 (5701),PSMC2,-1.4160621303031486,491.0,97.35563950350783
GAPDH (2597),GAPDH,-1.4159379880568344,492.0,97.35024284943336
KIF18A (81930),KIF18A,-1.4148063954874008,493.0,97.34484619535888
BRF1 (2972),BRF1,-1.4127734004531678,494.0,97.33944954128441
SBNO1 (55206),SBNO1,-1.4121777644015523,495.0,97.33405288720994
ANAPC1 (64682),ANAPC1,-1.4121216372594083,496.0,97.32865623313546
SUPT5H (6829),SUPT5H,-1.4115750748347702,497.0,97.32325957906099
ATP1A1 (476),ATP1A1,-1.409836764362143,498.0,97.31786292498651
EIF2B4 (8890),EIF2B4,-1.4068193049529698,499.0,97.31246627091204
TOMM40 (10452),TOMM40,-1.4015738890962288,500.0,97.30706961683757
PMF1 (11243),PMF1,-1.4007237358126152,501.0,97.30167296276309
UTP20 (27340),UTP20,-1.39472947919821,502.0,97.29627630868862
ZBTB11 (27107),ZBTB11,-1.3944885579954334,503.0,97.29087965461414
NSA2 (10412),NSA2,-1.393828706688131,504.0,97.28548300053966
NVL (4931),NVL,-1.3924605063907158,505.0,97.28008634646518
IMP3 (55272),IMP3,-1.391662955193209,506.0,97.27468969239071
DHX15 (1665),DHX15,-1.389629119594891,507.0,97.26929303831623
RPLP1 (6176),RPLP1,-1.3877756193880793,508.0,97.26389638424176
OGT (8473),OGT,-1.3877664479952625,509.0,97.25849973016729
CENPN (55839),CENPN,-1.384722311701275,510.0,97.25310307609281
NOL10 (79954),NOL10,-1.3842843737217716,511.0,97.24770642201834
U2AF2 (11338),U2AF2,-1.3839924912963737,512.0,97.24230976794388
LONP1 (9361),LONP1,-1.3826081346738248,513.0,97.2369131138694
TRAPPC8 (22878),TRAPPC8,-1.3819682356998009,514.0,97.23151645979493
BUB1B (701),BUB1B,-1.3818484051005562,515.0,97.22611980572046
NOP56 (10528),NOP56,-1.3803268273347484,516.0,97.22072315164598
NACA (4666),NACA,-1.377818382400218,517.0,97.21532649757151
ECT2 (1894),ECT2,-1.3771806727120717,518.0,97.20992984349704
SF3B1 (23451),SF3B1,-1.3770969594623372,519.0,97.20453318942256
RRS1 (23212),RRS1,-1.3769776169024814,520.0,97.19913653534809
RPLP2 (6181),RPLP2,-1.3760604309187725,521.0,97.19373988127361
RABGGTA (5875),RABGGTA,-1.374865990109721,522.0,97.18834322719914
CENATAC (338657),CENATAC,-1.3732200058788109,523.0,97.18294657312467
SNRNP27 (11017),SNRNP27,-1.3724102451163005,524.0,97.1775499190502
TIMM10 (26519),TIMM10,-1.3720830650811076,525.0,97.17215326497572
PSMD12 (5718),PSMD12,-1.36485005205587,526.0,97.16675661090125
NCAPD2 (9918),NCAPD2,-1.36473255105213,527.0,97.16135995682677
GNL2 (29889),GNL2,-1.3640596366369433,528.0,97.1559633027523
CDC6 (990),CDC6,-1.3639776736861735,529.0,97.15056664867781
RPL10 (6134),RPL10,-1.3614050256299115,530.0,97.14516999460334
ADSL (158),ADSL,-1.3609098890561189,531.0,97.13977334052886
PPAN (56342),PPAN,-1.3600552803731591,532.0,97.13437668645439
SNAPC5 (10302),SNAPC5,-1.359290600741224,533.0,97.12898003237993
BOP1 (23246),BOP1,-1.3578273179303624,534.0,97.12358337830545
THOC2 (57187),THOC2,-1.3548753194264835,535.0,97.11818672423098
WDR18 (57418),WDR18,-1.354205433176393,536.0,97.1127900701565
NUP88 (4927),NUP88,-1.3523740680596903,537.0,97.10739341608203
ATP6AP1 (537),ATP6AP1,-1.3504732498944978,538.0,97.10199676200756
LARS1 (51520),LARS1,-1.350186983655158,539.0,97.09660010793309
TARDBP (23435),TARDBP,-1.3497187722720911,540.0,97.09120345385861
BYSL (705),BYSL,-1.3479038702176855,541.0,97.08580679978414
CCNA2 (890),CCNA2,-1.3473878400906352,542.0,97.08041014570966
DNAJC17 (55192),DNAJC17,-1.3466435725455626,543.0,97.07501349163519
INCENP (3619),INCENP,-1.3438597353457276,544.0,97.06961683756072
COPE (11316),COPE,-1.343505406288989,545.0,97.06422018348624
PRMT1 (3276),PRMT1,-1.3426635082952325,546.0,97.05882352941177
UPF1 (5976),UPF1,-1.3413106988360284,547.0,97.0534268753373
AFG3L2 (10939),AFG3L2,-1.340741503813264,548.0,97.04803022126282
SMC2 (10592),SMC2,-1.3377453456037132,549.0,97.04263356718835
GPN3 (51184),GPN3,-1.336675707640392,550.0,97.03723691311387
RRP12 (23223),RRP12,-1.3348317679570991,551.0,97.0318402590394
TSR1 (55720),TSR1,-1.3339781003666982,552.0,97.02644360496492
XRN2 (22803),XRN2,-1.3331130155618425,553.0,97.02104695089045
ARCN1 (372),ARCN1,-1.3307958849068957,554.0,97.01565029681596
PSMB1 (5689),PSMB1,-1.330212342452584,555.0,97.01025364274149
LYRM4 (57128),LYRM4,-1.3296702976765404,556.0,97.00485698866703
POLR2K (5440),POLR2K,-1.3291287222686476,557.0,96.99946033459256
EIF3G (8666),EIF3G,-1.3288431027497052,558.0,96.99406368051808
DDX47 (51202),DDX47,-1.3273328240090865,559.0,96.98866702644361
SENP6 (26054),SENP6,-1.3263085145081468,560.0,96.98327037236913
GMPS (8833),GMPS,-1.325512863754884,561.0,96.97787371829466
ALG11 (440138),ALG11,-1.325111049848294,562.0,96.97247706422019
CTDP1 (9150),CTDP1,-1.324886294619852,563.0,96.96708041014571
RPS10 (6204),RPS10,-1.324342593107133,564.0,96.96168375607124
UFD1 (7353),UFD1,-1.320606241162367,565.0,96.95628710199676
WDR55 (54853),WDR55,-1.3191637653302968,566.0,96.95089044792229
POLR3F (10621),POLR3F,-1.3177211665486983,567.0,96.94549379384782
RAD51 (5888),RAD51,-1.3172946471856428,568.0,96.94009713977334
COPZ1 (22818),COPZ1,-1.3172552585090591,569.0,96.93470048569887
CPSF1 (29894),CPSF1,-1.3153064616730965,570.0,96.9293038316244
PPP1R10 (5514),PPP1R10,-1.3127926728440806,571.0,96.92390717754992
CDC37 (11140),CDC37,-1.3126243858404134,572.0,96.91851052347545
CCT5 (22948),CCT5,-1.3122446502768657,573.0,96.91311386940097
PELP1 (27043),PELP1,-1.3114424881373663,574.0,96.9077172153265
WDR33 (55339),WDR33,-1.3098747154761057,575.0,96.90232056125203
IGBP1 (3476),IGBP1,-1.3072437073637904,576.0,96.89692390717755
NXF1 (10482),NXF1,-1.3052595550524966,577.0,96.89152725310308
SLU7 (10569),SLU7,-1.3048835428878274,578.0,96.8861305990286
AHCTF1 (25909),AHCTF1,-1.299636012665558,579.0,96.88073394495413
MCM4 (4173),MCM4,-1.2993594090266354,580.0,96.87533729087966
ARMC7 (79637),ARMC7,-1.2977268626485592,581.0,96.86994063680518
NOP16 (51491),NOP16,-1.29748071904509,582.0,96.86454398273071
CIAO1 (9391),CIAO1,-1.2971739239936029,583.0,96.85914732865623
PSMD1 (5707),PSMD1,-1.2970973285148062,584.0,96.85375067458176
WDR12 (55759),WDR12,-1.2966162138718895,585.0,96.84835402050729
UBA52 (7311),UBA52,-1.2917860720727832,586.0,96.84295736643281
PRPF4 (9128),PRPF4,-1.290980873244548,587.0,96.83756071235834
CCT6A (908),CCT6A,-1.2901787150489878,588.0,96.83216405828387
PPP1R8 (5511),PPP1R8,-1.289206499674722,589.0,96.82676740420939
POLR1B (84172),POLR1B,-1.2873655426522173,590.0,96.82137075013492
EIF2S2 (8894),EIF2S2,-1.2871798637967198,591.0,96.81597409606044
RMP64 (25871),RMP64,-1.2870530363503736,592.0,96.81057744198597
NKAP (79576),NKAP,-1.2850261566171943,593.0,96.8051807879115
CHD4 (1108),CHD4,-1.2841781694209429,594.0,96.79978413383702
RPL38 (6169),RPL38,-1.2841314634064835,595.0,96.79438747976255
DNM2 (1785),DNM2,-1.2832333961678513,596.0,96.78899082568807
TRIAP1 (51499),TRIAP1,-1.282203619788575,597.0,96.7835941716136
FBXO5 (26271),FBXO5,-1.2796788248728854,598.0,96.77819751753913
USP5 (8078),USP5,-1.2791818827546098,599.0,96.77280086346465
SSRP1 (6749),SSRP1,-1.2769535676095631,600.0,96.76740420939018
RBBP4 (5928),RBBP4,-1.2736630024430045,601.0,96.7620075553157
RPAIN (84268),RPAIN,-1.2701537169485135,602.0,96.75661090124123
USP39 (10713),USP39,-1.269680239774592,603.0,96.75121424716676
NELFB (25920),NELFB,-1.268937781723371,604.0,96.74581759309228
TOMM22 (56993),TOMM22,-1.2682117154150947,605.0,96.74042093901781
UPF2 (26019),UPF2,-1.267828129496008,606.0,96.73502428494334
ATP6V0B (533),ATP6V0B,-1.267575955670524,607.0,96.72962763086886
THOC1 (9984),THOC1,-1.2656769700118995,608.0,96.72423097679439
PCID2 (55795),PCID2,-1.2649363671590366,609.0,96.71883432271991
ATP6V1G1 (9550),ATP6V1G1,-1.2642808939012602,610.0,96.71343766864544
CCT8 (10694),CCT8,-1.2619433004045235,611.0,96.70804101457097
CCNK (8812),CCNK,-1.261508012758354,612.0,96.70264436049649
SCFD1 (23256),SCFD1,-1.2607259797463448,613.0,96.69724770642202
KANSL3 (55683),KANSL3,-1.259813065814564,614.0,96.69185105234754
EXOSC8 (11340),EXOSC8,-1.2586666498164587,615.0,96.68645439827307
FAM133B (257415),FAM133B,-1.2580849747551368,616.0,96.6810577441986
ELOC (6921),ELOC,-1.2577975162764743,617.0,96.67566109012412
CHAF1A (10036),CHAF1A,-1.2572545322829105,618.0,96.67026443604965
NOP2 (4839),NOP2,-1.2558923351501885,619.0,96.66486778197518
GINS3 (64785),GINS3,-1.2555177019774102,620.0,96.6594711279007
CTNNB1 (1499),CTNNB1,-1.2553392074922876,621.0,96.65407447382623
SNRNP70 (6625),SNRNP70,-1.2547420133843792,622.0,96.64867781975175
TAF1C (9013),TAF1C,-1.253254404464109,623.0,96.64328116567728
UBE2L3 (7332),UBE2L3,-1.252416084911223,624.0,96.6378845116028
METTL16 (79066),METTL16,-1.249991275746831,625.0,96.63248785752833
DBF4 (10926),DBF4,-1.2491672894829855,626.0,96.62709120345386
AFG2B (79029),AFG2B,-1.2484174089692708,627.0,96.62169454937938
SMG1 (23049),SMG1,-1.2454976506786335,628.0,96.61629789530491
SNF8 (11267),SNF8,-1.2415466479673871,629.0,96.61090124123044
SKP1 (6500),SKP1,-1.240791278456167,630.0,96.60550458715596
ATP5MF (9551),ATP5MF,-1.2393045164297825,631.0,96.60010793308149
EIF4E (1977),EIF4E,-1.2389681249762992,632.0,96.59471127900702
SLC39A7 (7922),SLC39A7,-1.2380211052239856,633.0,96.58931462493254
MRPS21 (54460),MRPS21,-1.2370832502443438,634.0,96.58391797085807
UBR4 (23352),UBR4,-1.2364844619338764,635.0,96.5785213167836
U2SURP (23350),U2SURP,-1.2322677139849054,636.0,96.57312466270912
HAUS6 (54801),HAUS6,-1.231233106083914,637.0,96.56772800863465
HSPA5 (3309),HSPA5,-1.2300646866626548,638.0,96.56233135456017
RPL34 (6164),RPL34,-1.22875031024138,639.0,96.5569347004857
TRAPPC1 (58485),TRAPPC1,-1.2280140936040398,640.0,96.55153804641122
CSNK2B (1460),CSNK2B,-1.2264363988762763,641.0,96.54614139233675
ANAPC10 (10393),ANAPC10,-1.2238320066823218,642.0,96.54074473826228
WBP11 (51729),WBP11,-1.2221441643793711,643.0,96.5353480841878
PSMD2 (5708),PSMD2,-1.2220615363392646,644.0,96.52995143011333
IMP4 (92856),IMP4,-1.220728091847351,645.0,96.52455477603885
TOP3A (7156),TOP3A,-1.2207218902796475,646.0,96.51915812196438
VIRMA (25962),VIRMA,-1.220529592183056,647.0,96.5137614678899
DDX55 (57696),DDX55,-1.2200687516190667,648.0,96.50836481381543
NUP214 (8021),NUP214,-1.21996945619024,649.0,96.50296815974096
SLC7A6OS (84138),SLC7A6OS,-1.2197335566013818,650.0,96.49757150566649
RFC5 (5985),RFC5,-1.2173738874797877,651.0,96.49217485159201
GINS4 (84296),GINS4,-1.2171931416596018,652.0,96.48677819751754
GARS1 (2617),GARS1,-1.2164023707677596,653.0,96.48138154344306
PABPC1 (26986),PABPC1,-1.2157157487465842,654.0,96.47598488936859
SYMPK (8189),SYMPK,-1.2148305692956067,655.0,96.47058823529412
BMS1 (9790),BMS1,-1.2139004437211978,656.0,96.46519158121964
TXN (7295),TXN,-1.21325610895251,657.0,96.45979492714517
HDAC3 (8841),HDAC3,-1.2130299854092612,658.0,96.4543982730707
BRIX1 (55299),BRIX1,-1.212756477996167,659.0,96.44900161899622
HNRNPC (3183),HNRNPC,-1.2120710129629422,660.0,96.44360496492175
CHERP (10523),CHERP,-1.2117627048754,661.0,96.43820831084727
NAPA (8775),NAPA,-1.2113236065622612,662.0,96.4328116567728
KRAS (3845),KRAS,-1.211311977116099,663.0,96.42741500269832
WDR77 (79084),WDR77,-1.2062633347929366,664.0,96.42201834862385
KIN (22944),KIN,-1.2038548727374252,665.0,96.41662169454938
THOC7 (80145),THOC7,-1.201470443778172,666.0,96.4112250404749
SMC1A (8243),SMC1A,-1.2014615246933629,667.0,96.40582838640043
CYCS (54205),CYCS,-1.2014219955716927,668.0,96.40043173232596
UBA2 (10054),UBA2,-1.2004451485731948,669.0,96.3950350782515
SACM1L (22908),SACM1L,-1.1996805301045097,670.0,96.38963842417702
EXOSC2 (23404),EXOSC2,-1.1995455076077963,671.0,96.38424177010253
PRMT5 (10419),PRMT5,-1.199221290813187,672.0,96.37884511602806
KRTAP4-7 (100132476),KRTAP4-7,-1.198361291799602,673.0,96.37344846195359
DKC1 (1736),DKC1,-1.1975222234178693,674.0,96.36805180787911
SART1 (9092),SART1,-1.1934733458341695,675.0,96.36265515380464
RPS21 (6227),RPS21,-1.1929174330025218,676.0,96.35725849973016
THAP1 (55145),THAP1,-1.1923195921388194,677.0,96.35186184565569
MED4 (29079),MED4,-1.191188654518872,678.0,96.34646519158122
SDHC (6391),SDHC,-1.190383026334509,679.0,96.34106853750674
INTS1 (26173),INTS1,-1.1893393989814245,680.0,96.33567188343227
RAD21 (5885),RAD21,-1.1888469084459263,681.0,96.3302752293578
PPP4C (5531),PPP4C,-1.1876020503492026,682.0,96.32487857528332
SMG5 (23381),SMG5,-1.1862367162241936,683.0,96.31948192120885
MCM3AP (8888),MCM3AP,-1.1849707541066432,684.0,96.31408526713437
LETM1 (3954),LETM1,-1.1837502594451934,685.0,96.3086886130599
EIF6 (3692),EIF6,-1.18167166351292,686.0,96.30329195898543
EEF1B2 (1933),EEF1B2,-1.181659591139707,687.0,96.29789530491095
WDHD1 (11169),WDHD1,-1.1798806328005818,688.0,96.29249865083648
MED8 (112950),MED8,-1.176755254251132,689.0,96.287101996762
HAUS7 (55559),HAUS7,-1.1762471072835936,690.0,96.28170534268753
GRPEL1 (80273),GRPEL1,-1.1741428480035228,691.0,96.27630868861306
TSG101 (7251),TSG101,-1.1726765950589086,692.0,96.2709120345386
TFRC (7037),TFRC,-1.1725356633068449,693.0,96.26551538046412
THOC5 (8563),THOC5,-1.1723956847082064,694.0,96.26011872638965
DDX42 (11325),DDX42,-1.1700558257416285,695.0,96.25472207231518
NMD3 (51068),NMD3,-1.167767303071622,696.0,96.24932541824069
STX5 (6811),STX5,-1.167573861240187,697.0,96.24392876416621
WNK1 (65125),WNK1,-1.1670942284262105,698.0,96.23853211009174
SCD (6319),SCD,-1.1639835954295306,699.0,96.23313545601727
ZBTB8OS (339487),ZBTB8OS,-1.1636588113063762,700.0,96.22773880194279
URB1 (9875),URB1,-1.1621849290020352,701.0,96.22234214786832
PDCD2 (5134),PDCD2,-1.1620515172909405,702.0,96.21694549379384
FBL (2091),FBL,-1.156967045429683,703.0,96.21154883971937
ZMAT5 (55954),ZMAT5,-1.1532196209872216,704.0,96.2061521856449
CENPA (1058),CENPA,-1.1506892565871176,705.0,96.20075553157042
DHX16 (8449),DHX16,-1.150583976883287,706.0,96.19535887749595
SRP14 (6727),SRP14,-1.150331558884116,707.0,96.18996222342147
PPP1R12A (4659),PPP1R12A,-1.1502716419966792,708.0,96.184565569347
ANAPC5 (51433),ANAPC5,-1.1499685397311794,709.0,96.17916891527253
MEPCE (56257),MEPCE,-1.1494507040381472,710.0,96.17377226119805
DHX33 (56919),DHX33,-1.1486257818457553,711.0,96.16837560712358
DMAP1 (55929),DMAP1,-1.1483171302687418,712.0,96.1629789530491
PPIL2 (23759),PPIL2,-1.147286425470805,713.0,96.15758229897463
WARS1 (7453),WARS1,-1.146478219992345,714.0,96.15218564490016
CIAO2B (51647),CIAO2B,-1.146088262810005,715.0,96.1467889908257
