ModelID	SCD_gene_effect	VPS72_gene_effect	global_median_gene_effect	global_mad_gene_effect	common_essential_PC1	common_essential_PC2	common_essential_PC3	common_essential_PC4	common_essential_PC5	SCD_rank_residual	VPS72_rank_residual
ACH-000489	-1.0596662759780884	-0.6302683353424072	-0.03957853093743324	0.09301324933767319	-2.188202600105656	-0.020073543565177564	2.010477451491612	-3.829825600576986	-3.6193717380926356	7.46870140881504	-16.674688054022823
ACH-000381	-1.0891987085342407	-0.6354418992996216	-0.04413089156150818	0.13844356685876846	3.928533057588259	-1.5513021447906163	1.7812611773434963	-4.0693049109264186	-1.6326130558502836	5.33676768289865	-9.983604943029974
ACH-001039	-1.7997123003005981	-0.6667811870574951	-0.04393351078033447	0.1646105796098709	9.359161954824279	0.6889658522319084	5.039843364289222	1.1028429577394407	-3.2168436858045375	-19.271956263125706	-6.138332040833053
ACH-001081	-1.0039286613464355	-0.7119808197021484	-0.042534153908491135	0.15278929844498634	-15.971611934136172	6.509944628069215	5.518609536869975	-8.315596875207593	-5.751261338896509	6.877874879687575	-31.76675651304049
ACH-001345	-0.13126607239246368	-0.5019201636314392	-0.043644584715366364	0.12444646656513214	3.155183463660919	6.609210592397029	3.8469390943505357	7.503998862205955	-17.730312614851623	38.67693863546695	16.72766176891495
ACH-001458	-1.2159618139266968	-0.7079177498817444	-0.04666844755411148	0.15713239461183548	-5.030164096699432	3.2809882024180355	1.7188471113492119	-3.852327873918151	-2.9474105249096674	-1.0058849260790268	-22.31860874025746
ACH-002654	-0.2614818215370178	-0.2140839844942093	-0.03803776204586029	0.151410810649395	-3.7693035027895	6.273938675555046	9.114185725082097	-2.3393261465084114	4.36918901161997	25.407555737602266	10.789306216434326
ACH-000296	-0.4782922863960266	-0.7876050472259521	-0.04168116673827171	0.1537705846130848	0.7340221310697504	0.5027831258146878	-0.2651180067869414	-2.3731587012330215	2.080085119691446	21.877553553640432	-23.167748950741586
ACH-000722	-2.17728853225708	-0.005132398568093777	-0.043534550815820694	0.16698206588625908	1.1803593887491888	7.33369696014371	7.444176917076461	-2.6461702070358513	-3.616984003596717	-22.423905424906465	25.921117200517784
ACH-000935	-1.834731936454773	-0.5170964002609253	-0.04240891709923744	0.13414974138140678	5.765477041066583	8.076883164419051	-2.7627026093328824	7.6747963820296015	3.6460543727449872	-24.061516032153918	0.0747248863922394
ACH-000997	-1.7536323070526123	-0.5344685316085815	-0.0421573705971241	0.11392552778124809	4.708544737438449	2.9205008449209036	6.206580422740533	-6.4540852723830895	-12.559498067878112	-3.017164305383595	2.5523643590581067
ACH-001459	-1.9775722026824951	-0.37513017654418945	-0.047203924506902695	0.14644662663340569	-1.128155515292065	1.7368661150047107	-2.330341323182613	-5.235029520494351	1.606052404933108	-23.70472845414737	11.531635688412003
ACH-000009	-1.4674103260040283	-0.5967641472816467	-0.0412631519138813	0.11168887838721275	2.6960212266253647	-3.964755918878475	2.6565914534713118	0.5430666960203936	0.2208484193464655	-10.054989070427837	-5.994725500187641
ACH-000798	-0.9121910333633423	-1.3236364126205444	-0.04069708660244942	0.15644289925694466	-0.5625636667480549	3.2763839774780923	-7.661477830185749	-0.10924729881064368	-3.703439313069681	9.576100161889656	-11.433896332271164
ACH-000950	-0.5818220973014832	-0.43049901723861694	-0.04775657504796982	0.14011024683713913	11.202446812663178	3.577849227008901	2.2017874911396014	0.9759404337756807	-4.630243809441076	29.56917070834192	14.827814185701492
ACH-000985	-1.5174702405929565	-0.6015780568122864	-0.04194086790084839	0.16288499534130096	-7.0413345291038505	8.996303937805612	13.813306621092881	-0.4128811680936652	-8.07567496739665	-8.596363913826341	-19.302808816822612
ACH-002025	-0.999324381351471	-0.5197650790214539	-0.04332159087061882	0.11288728192448616	4.86176071636363	-1.1732528960625526	7.057077566080856	-1.2993160611072236	0.11502671700571551	10.736721753179339	-8.880931226990924
ACH-002530	-0.5032907724380493	-0.5548925995826721	-0.04065830260515213	0.1517411172389984	-7.0244821301258344	6.872216994809232	-3.6644907555197324	-1.9839492259678142	0.6263666355145328	20.595846683600627	-0.6818438269613445
ACH-002660	-1.3812932968139648	-0.7826539278030396	-0.047282882034778595	0.1655973717570305	0.8676727709676726	-0.898009528186558	2.115150767746829	1.9236578950430245	-1.0645296889124756	-10.757066561684582	-21.784430111632407
ACH-000491	-0.935136079788208	-0.23479633033275604	-0.04024863615632057	0.14441342279314995	-14.192097206030244	8.105225869526407	4.707413244011845	-0.8810348011780207	-7.000370414798664	7.17472760414045	18.077104764396005
ACH-001454	-1.1229044198989868	-0.7240853309631348	-0.04063248261809349	0.1507851518690586	-11.167341730837483	4.232927057182868	3.5333468487871733	6.269410114148621	-0.40468470113750354	-12.368329067012723	-28.777419113182034
ACH-002233	-1.4393295049667358	-0.049467310309410095	-0.04280116409063339	0.15729566663503647	-9.936342515040472	12.254475971866151	10.946958614331677	-4.627663064954138	-1.436049318236522	-3.8900376298998083	4.842361886880305
ACH-002535	-0.9685474634170532	-0.31406283378601074	-0.04155636206269264	0.10938960686326027	-7.352649893830611	0.6389562563618187	7.984888272203688	-6.309957479348132	2.9971143085433996	8.464759809481844	-4.346254903650824
ACH-002659	-1.4700738191604614	-0.40394866466522217	-0.0419749990105629	0.11434817314147949	4.325738633342432	1.7682178487519726	0.12928306739562223	-4.657407944541768	-2.7714424770117643	-0.6670173715594316	14.159114163572571
