gene,raw_spearman_rho,qc_adjusted_rank_correlation,qc_adjusted_p,FDR_BH
IMPACT,0.19145983974985342,0.1632435747359535,0.1354946202708145,0.8334200240702974
CACTIN,0.10238420949775258,0.16322589025023337,0.1355375481282842,0.8334200240702974
KIAA0513,0.18135626343560682,0.1631927926925225,0.13561791785816865,0.8334200240702974
ZNF648,0.17606019151846786,0.16318110164459432,0.13564631548726355,0.8334200240702974
FSBP,0.15692788743404337,0.16313861740375243,0.13574954793983246,0.8334200240702974
ZNF609,0.1539964823138558,0.1631327345849551,0.1357638472945832,0.8334200240702974
GEMIN2,0.20707445769005278,0.16311483814293787,0.1358073551585495,0.8334200240702974
ABR,0.16720734805550128,0.16310598123038267,0.13582889102134668,0.8334200240702974
ZNF48,0.16550713308579246,0.16305274002624132,0.1359584032567502,0.8334200240702974
HAUS3,0.17219073675982022,0.16304968026615738,0.1359658491394528,0.8334200240702974
PTPN14,0.12921633769786983,0.16304672529489808,0.13597304031345517,0.8334200240702974
SNURF,0.18379910103576313,0.16300914247811193,0.13606452645018918,0.8334200240702974
CROCC,0.19263240179792848,0.16298926944605016,0.13611292132043473,0.8334200240702974
TRMT12,0.15825679108852844,0.16297036121975353,0.13615897880344155,0.8334200240702974
TMEM184B,0.15903849912057846,0.16295381991440414,0.13619928052291774,0.8334200240702974
GREM2,0.13246042603087746,0.16293818025953205,0.13623739374932353,0.8334200240702974
CHRNB1,0.17875708422904046,0.16287340976122341,0.13639532297610918,0.8334200240702974
TSKU,0.17221027946062145,0.16286658050107938,0.13641198277084038,0.8334200240702974
CDK7,0.17799491889779168,0.16281048421631084,0.1365488864913298,0.8334200240702974
KHDC3L,0.13048661324995114,0.16278038109400164,0.13662239646527496,0.8334200240702974
MYCT1,0.13036935704514363,0.16276773989642726,0.13665327442957836,0.8334200240702974
MICAL1,0.13357435997654876,0.16276697342078317,0.13665514682784727,0.8334200240702974
OSM,0.18145397693961307,0.1626959047754806,0.13682884255965716,0.8334200240702974
CFAP300,0.20699628688684776,0.1626124792752146,0.13703295245114544,0.8334200240702974
AS3MT,0.18364275942935313,0.16252903188524456,0.1372373464966816,0.8337445690871401
LRRC27,0.1822747703732656,0.16235528389439005,0.13766366128597227,0.8338935551152412
TCF20,0.152999804572992,0.1623456672077672,0.13768728640284741,0.8338935551152412
COA4,0.13105335157318743,0.16231120009717417,0.13777198625732495,0.8338935551152412
LRRC19,0.1617158491303498,0.16226046778950973,0.13789672811728806,0.8338935551152412
SLFNL1,0.18618331053351575,0.1622477816725275,0.13792793441206158,0.8338935551152412
HAND1,0.12855188587062732,0.1622053434455587,0.13803236609716935,0.8339854122346667
KIF24,0.18465897987101815,0.16214668919308955,0.13817680053853096,0.8341693241290984
FAM3B,0.12188782489740083,0.16212078171064212,0.13824063337802034,0.8341693241290984
NCKAP1L,0.18532343169826068,0.16206022595423533,0.13838992230030495,0.8341693241290984
PCYT2,0.10054719562243501,0.16204989977074305,0.13841539174607587,0.8341693241290984
AIFM2,0.15137776040648818,0.16192079899643416,0.13873411707406813,0.8352563560869712
COL7A1,0.18843072112565956,0.1618772136857833,0.13884184615988915,0.8352563560869712
BAG4,0.1603674027750635,0.16181504214632378,0.13899562396668913,0.83531956527359
C18orf21,0.12921633769786983,0.16180445871893193,0.13902181430009347,0.83531956527359
AQR,0.12087160445573579,0.16179437303110905,0.139046776371376,0.83531956527359
TULP1,0.14227086183310533,0.16178894821793427,0.13906020418207157,0.83531956527359
CIART,0.15673246042603087,0.16175034738777283,0.13915577949205452,0.8355905961450016
MS4A15,0.15698651553644713,0.16164839134162434,0.1394084605334143,0.8362335838360515
CYP51A1,0.17006058237248386,0.16163886733452654,0.13943208189251266,0.8362335838360515
MIEF2,0.15129958960328316,0.16156968434734148,0.13960375973179065,0.8363229004701213
PEX1,0.16781317178034005,0.16149600008569273,0.13978678310312515,0.8363229004701213
EPOP,0.14979480164158687,0.16143249568222798,0.1399446662542304,0.8363229004701213
TGFBRAP1,0.17387140902872775,0.1614320295249866,0.13994582570120628,0.8363229004701213
TMEM131L,0.173421926910299,0.16140549614232774,0.14001183267003878,0.8363229004701213
CHRNG,0.18993550908735587,0.16139609418239498,0.14003522752271277,0.8363229004701213
LRRC52,0.17875708422904046,0.16118813932106565,0.14055343585818827,0.8376580519121269
HYPK,0.1067422317764315,0.16113436371534243,0.1406876760565269,0.8381038140906987
ZDHHC18,0.17686144225131914,0.1610526413399208,0.14089186513387691,0.8384154432203146
IRF2BPL,0.18526480359585693,0.16097768389371664,0.14107934816327475,0.8389282172107695
CDK4,0.13525503224545632,0.1609229091555803,0.14121646936087176,0.8390163332712868
UBR4,0.19230017588430723,0.1607265291536742,0.14170890697622232,0.8396146241793256
TRUB1,0.13707250341997265,0.16069350648056827,0.14179184086345745,0.8396146241793256
MAU2,0.14787961696306431,0.16067456031492913,0.1418394392145563,0.8396146241793256
CHD1,0.11801837013875319,0.16066787534375515,0.14185623670774833,0.8396146241793256
IGFBP2,0.11766660152433067,0.16063358686173884,0.1419424178108032,0.8396146241793256
PYGL,0.15514950166112956,0.1606096770112738,0.14200253649110764,0.8396146241793256
ZFP37,0.15286300566738323,0.1605665182880535,0.14211110294311477,0.8396146241793256
CNRIP1,0.12169239788938832,0.16052793923081313,0.14220820213619004,0.8396146241793256
ATP9A,0.14023842094977526,0.1604821244461269,0.14232357780945185,0.8396146241793256
CLEC4M,0.1550517881571233,0.16041521319519506,0.1424922076170686,0.8396146241793256
SPX,0.16849716630838382,0.1603704125395994,0.14260519842036443,0.839859420711115
TMED9,0.16294703928082863,0.1603043164513607,0.14277202127391345,0.8401076832468951
BACH1,0.1649599374633574,0.16027014078340196,0.14285833641624326,0.8401076832468951
CDK5RAP3,0.1184092241547782,0.16024164123255932,0.14293034583977315,0.8401076832468951
CEMP1,0.1714090287277702,0.16019054623603698,0.1430595153267424,0.8401076832468951
NEU4,0.12059800664451828,0.16013289632330754,0.14320536137950515,0.8401076832468951
SRA1,0.1647254250537424,0.16008587838775834,0.14332439294560165,0.8403265237275832
KAT6B,0.11479382450654682,0.16007807804080265,0.14334414766804074,0.8403265237275832
DLG1,0.16238030095759234,0.15999831376528192,0.14354627193039934,0.8409160981391381
VPS26B,0.15272620676177448,0.15987807654791214,0.14385136092763204,0.8413896540761321
LRRIQ3,0.173656439319914,0.1598502600405967,0.14392201180029665,0.8413896540761321
SEC62,0.18624193863591948,0.15971243869464644,0.14427244825668628,0.8413896540761321
NDST4,0.1078952511237053,0.15970799376584305,0.1442837609958354,0.8413896540761321
PRPF38B,0.08964236857533711,0.15965937911516184,0.1444075331862472,0.8413896540761321
ARK2C,0.12157514168458082,0.1596466334134686,0.14443999677184008,0.8413896540761321
ZNF672,0.12479968731678717,0.1596042683388721,0.1445479410199074,0.8414265206434751
TOR1B,0.1738518663279265,0.15944584971881356,0.1449521221833308,0.8420757337817579
PINK1,0.08878248974008209,0.1594409838045094,0.14496455026941563,0.8420757337817579
CDC42SE2,0.14578854797733048,0.15941592822148634,0.1450285577021048,0.8421482947934443
TMEM238,0.1945280437756498,0.1593356312120603,0.1452338290597123,0.8421629702583667
PUS3,0.1296267344146961,0.15925321168034928,0.14544475355782477,0.8427598151648714
KCNJ5,0.13453195231581005,0.15919604078162064,0.14559119806694626,0.8427598151648714
TNIP1,0.11901504787961698,0.15911183047042926,0.14580710645098277,0.8428561293019016
CDH2,0.17287473128786401,0.1590867702175537,0.14587140533754223,0.8428561293019016
RANBP6,0.14531952315810046,0.15906547809991267,0.1459260527911981,0.8428561293019016
NFKBIA,0.16169630642954858,0.15896530657066996,0.14618335528671295,0.8428561293019016
RPS6KC1,0.09017002149697087,0.1589495421587979,0.14622387907732276,0.8428561293019016
CSF2RB,0.18686730506155952,0.15891324435857446,0.14631721781389412,0.8428561293019016
