n_patients	rho_whole	asymptotic_p_whole	permutation_p_whole	bootstrap_ci_low_whole	bootstrap_ci_high_whole	rho_epithelial	asymptotic_p_epithelial	permutation_p_epithelial	bootstrap_ci_low_epithelial	bootstrap_ci_high_epithelial	attenuation_abs_rho	attenuation_bootstrap_ci_low	attenuation_bootstrap_ci_high	strong_replication	compatible_replication
23	0.7351778656126482	6.434557965572447e-05	0.0005999400059994001	0.3918071892941007	0.9262948207171314	0.3764822134387352	0.07661601644672121	0.08919108089191082	-0.12711338720408433	0.7837335183077214	0.35869565217391297	-0.040757496851559764	0.7593423019431987	False	True
