k	target_gene	candidate_gene	rank	distance
100	PTPRC	ANKRD12	30	1.2688135023422284
100	PTPRC	FYB1	31	1.28971161167173
100	PTPRC	CD37	32	1.293603526151529
100	PTPRC	HLA-F	33	1.3283980784997849
100	PTPRC	AKAP13	34	1.3292747696108713
100	PTPRC	PPP2R5C	35	1.3314356588741398
100	PTPRC	PPP1R2	36	1.3406928312775952
100	PTPRC	RGS2	37	1.3458606725402391
100	PTPRC	DUSP4	38	1.3723584027350555
100	PTPRC	MBNL1	39	1.3838241579511694
100	PTPRC	C9orf142	40	1.3840329026969769
100	PTPRC	OSTF1	41	1.38783012426056
100	PTPRC	CARD16	42	1.395236724385577
100	PTPRC	VAMP2	43	1.4006098313441575
100	PTPRC	CYTIP	44	1.404020974999539
100	PTPRC	IRF1	45	1.4305460744355527
100	PTPRC	CDC42SE2	46	1.4441676633877036
100	PTPRC	JAK1	47	1.4443624886389854
100	PTPRC	ANKRD28	48	1.4508703594762395
100	PTPRC	XIST	49	1.4583599613715308
100	PTPRC	PRDM1	50	1.4595137953283994
100	PTPRC	PDCD4	51	1.4670803797605447
100	PTPRC	NAP1L4	52	1.4763339399670632
100	PTPRC	TERF2IP	53	1.4881049067749874
100	PTPRC	GZMB	54	1.5070954129452692
100	PTPRC	CITED2	55	1.5081987765186322
100	PTPRC	STAT3	56	1.5158254600201622
100	PTPRC	RAP1A	57	1.51693274505873
100	PTPRC	ADGRE5	58	1.5236490908130966
100	PTPRC	CFLAR	59	1.5309026752716375
100	PTPRC	KLF2	60	1.5321801262560713
100	PTPRC	RP11-640M9.1	61	1.5449507889227483
100	PTPRC	CHMP4A	62	1.5450603378016512
100	PTPRC	TUBA4A	63	1.547041641452768
100	PTPRC	DDX24	64	1.5552080297588677
100	PTPRC	SP100	65	1.5565077565584042
100	PTPRC	ELF1	66	1.5658584089285885
100	PTPRC	BUB3	67	1.5668061267316973
100	PTPRC	PCSK7	68	1.5842601264708158
100	PTPRC	G3BP2	69	1.5908027159502764
100	PTPRC	RHOG	70	1.6041853434599154
100	PTPRC	SEPT9	71	1.6078375328940215
100	PTPRC	PMAIP1	72	1.6092524229816085
100	PTPRC	GPR183	73	1.6152495505162239
100	PTPRC	MRPS6	74	1.6218355344532822
100	PTPRC	RNF213	75	1.6310722848049435
100	PTPRC	UBE2L6	76	1.63144575015857
100	PTPRC	SAMSN1	77	1.631960906804353
100	PTPRC	SH3KBP1	78	1.6333332736323725
100	PTPRC	ARID4B	79	1.6350911583854797
100	PTPRC	TUBA1A	80	1.6377766556344233
100	PTPRC	KIAA1551	81	1.6380609753798423
100	PTPRC	SH3BGRL	82	1.638953150092889
100	PTPRC	PRPF38B	83	1.6407040300928768
100	PTPRC	EVL	84	1.6418676883427477
100	PTPRC	TAP1	85	1.6456895031925893
100	PTPRC	STK17A	86	1.645870741411778
100	PTPRC	FAM49B	87	1.6459583399661089
100	PTPRC	IFI27L2	88	1.6474043617406111
100	PTPRC	SMC4	89	1.6516097251027846
100	PTPRC	RSRP1	90	1.653171426669855
100	PTPRC	CD48	91	1.653816509252646
100	PTPRC	GPBP1	92	1.6539089671717189
100	PTPRC	TNRC6B	93	1.668694594233908
100	PTPRC	PHLDA1	94	1.669413326004375
100	PTPRC	TLN1	95	1.6750767637692876
100	PTPRC	ITGAE	96	1.682246638044342
100	PTPRC	SYNE2	97	1.6889638371030218
100	PTPRC	CLK1	98	1.6901566738633955
100	PTPRC	CREM	99	1.6948467164595178
100	PTPRC	GNAI2	100	1.6958813774286763
100	CTLA4	CTSW	1	0.15237116299155645
100	CTLA4	IL2RB	2	0.15842855004969225
100	CTLA4	CD8A	3	0.17518338623036522
100	CTLA4	TIGIT	4	0.26331090510109617
100	CTLA4	CD96	5	0.27403644750978157
100	CTLA4	TRGC2	6	0.3073007814736198
100	CTLA4	KLRC2	7	0.3232557420319563
100	CTLA4	GPR171	8	0.3361225026870127
100	CTLA4	GZMM	9	0.33878399666379694
100	CTLA4	GZMK	10	0.3486106983431207
100	CTLA4	CD247	11	0.37707452864062685
100	CTLA4	PRF1	12	0.3963964276761242
100	CTLA4	TRAT1	13	0.3971506780487157
100	CTLA4	TMIGD2	14	0.4050027765488421
100	CTLA4	CXCR6	15	0.4055278585488916
100	CTLA4	SIRPG	16	0.4110045185450257
100	CTLA4	GZMH	17	0.41408029762017834
100	CTLA4	ICOS	18	0.4187939087965224
100	CTLA4	KLRD1	19	0.4312736724266059
100	CTLA4	PYHIN1	20	0.4362480793148533
100	CTLA4	SH2D1A	21	0.45339818001447685
100	CTLA4	AC002331.1	22	0.4702939530606102
100	CTLA4	CD8B	23	0.48948075208244174
100	CTLA4	ZAP70	24	0.5009333685508175
100	CTLA4	CD6	25	0.5257798249420753
100	CTLA4	KLRC1	26	0.5505143735767315
100	CTLA4	IFNG	27	0.5556084639093722
100	CTLA4	RGL4	28	0.5600762617196718
100	CTLA4	IL17A	29	0.570069556261082
100	CTLA4	SLA2	30	0.5781881821623871
100	CTLA4	TNFRSF18	31	0.5908632310963609
100	CTLA4	CD40LG	32	0.5944490847826545
100	CTLA4	XCL1	33	0.6324353344049243
100	CTLA4	TRDC	34	0.6467632584334334
100	CTLA4	RP11-291B21.2	35	0.6581561769936082
100	CTLA4	THEMIS	36	0.6608210381407238
100	CTLA4	ZNF683	37	0.6612625157046137
100	CTLA4	ITK	38	0.6616592873955472
100	CTLA4	FASLG	39	0.6886007886737503
100	CTLA4	KIR2DL4	40	0.6938932265829879
100	CTLA4	CD160	41	0.7105152845254298
100	CTLA4	FOXP3	42	0.7186021793991552
100	CTLA4	JAKMIP1	43	0.7260729538994064
100	CTLA4	XCL2	44	0.7345983616310006
100	CTLA4	TRAC	45	0.7437196570618311
100	CTLA4	CD3G	46	0.7696420916116468
100	CTLA4	HOPX	47	0.784225914838173
100	CTLA4	RP11-343J24.1	48	0.7848430060617194
100	CTLA4	SYTL3	49	0.7876806840508854
100	CTLA4	GATA3	50	0.7881778491096287
100	CTLA4	TNFRSF4	51	0.7919417484592134
100	CTLA4	AC104820.2	52	0.7969549611671984
100	CTLA4	GPR174	53	0.8160647537156966
100	CTLA4	TXK	54	0.8223417581770783
100	CTLA4	IL18RAP	55	0.8291264741450923
100	CTLA4	KLRC4	56	0.8296086902658886
100	CTLA4	CRTAM	57	0.8377277257630795
100	CTLA4	DTHD1	58	0.8449293869202505
100	CTLA4	RP11-622O11.2	59	0.8663447488531545
100	CTLA4	TRGC1	60	0.87089761423185
100	CTLA4	AC133644.2	61	0.8723807490487976
100	CTLA4	UBASH3A	62	0.8725966642582945
100	CTLA4	APOBEC3H	63	0.881337268809539
100	CTLA4	BATF	64	0.8827111428540246
100	CTLA4	TBC1D10C	65	0.8874036742586524
100	CTLA4	PPP2R2B	66	0.8982015292625135
100	CTLA4	EOMES	67	0.8985018802681632
100	CTLA4	SIT1	68	0.9204550602056892
100	CTLA4	KRT86	69	0.93593790080885
100	CTLA4	ZNF831	70	0.9395105200113547
100	CTLA4	GRAP2	71	0.9413269337305528
100	CTLA4	CD5	72	0.950317852886352
100	CTLA4	LAT	73	0.9505131666231293
100	CTLA4	FGFBP2	74	0.9532165782843258
100	CTLA4	CAMK4	75	0.960531824097453
100	CTLA4	SH2D1B	76	0.9688009987133118
100	CTLA4	CD28	77	0.9688887963205606
100	CTLA4	NCR1	78	0.9721482155498058
100	CTLA4	TRG-AS1	79	0.9757862506575921
100	CTLA4	IPCEF1	80	0.9785757969361963
100	CTLA4	IL26	81	0.9858939689153717
100	CTLA4	SLFN12L	82	0.9981793185938113
100	CTLA4	MAL	83	1.0057042886253607
100	CTLA4	TBX21	84	1.0091900928764295
100	CTLA4	TRBV28	85	1.0105744248602855
100	CTLA4	ZBED2	86	1.0107381014356351
100	CTLA4	RP11-265P11.2	87	1.021125871286139
100	CTLA4	NCR3	88	1.0321409900683334
100	CTLA4	ZNF80	89	1.0369970010883591
100	CTLA4	RP11-222K16.2	90	1.0374431404092128
100	CTLA4	CST7	91	1.0466865438519362
100	CTLA4	IL22	92	1.0496682695094564
100	CTLA4	SARDH	93	1.0520143125615509
100	CTLA4	RASGRP1	94	1.0535918752889675
100	CTLA4	SAMD3	95	1.066788475244608
100	CTLA4	KIR3DL2	96	1.074836152423132
100	CTLA4	IL17F	97	1.0784296415872063
100	CTLA4	KLRF1	98	1.0886830425183265
100	CTLA4	STAT4	99	1.094586207095214
100	CTLA4	RP11-356I2.1	100	1.0994084623199365
100	PDCD1	SH2D1A	1	0.07699966452064129
100	PDCD1	ICOS	2	0.10298168474151083
100	PDCD1	TMIGD2	3	0.10534438232452926
100	PDCD1	RGL4	4	0.11916430145444751
100	PDCD1	CD40LG	5	0.12132167189976457
100	PDCD1	TRAT1	6	0.13718928710294626
100	PDCD1	AC002331.1	7	0.1377359212447037
100	PDCD1	SLA2	8	0.17565561155296897
100	PDCD1	XCL1	9	0.18484223389694263
100	PDCD1	FASLG	10	0.19077812908207137
100	PDCD1	ZAP70	11	0.21397686512177486
100	PDCD1	GZMM	12	0.22353526625771145
100	PDCD1	IL17A	13	0.2236316505883759
100	PDCD1	THEMIS	14	0.2357771379403242
100	PDCD1	SIRPG	15	0.2375927450913776
100	PDCD1	TRGC2	16	0.2579780344014239
100	PDCD1	CD160	17	0.26108502292920777
100	PDCD1	JAKMIP1	18	0.2645051679475187
100	PDCD1	ZNF683	19	0.26767326226120736
100	PDCD1	KLRC2	20	0.2822424354302811
100	PDCD1	RP11-291B21.2	21	0.2860009196778971
100	PDCD1	CXCR6	22	0.30811036418287074
100	PDCD1	KIR2DL4	23	0.3192743666107675
100	PDCD1	PYHIN1	24	0.344902630572233
100	PDCD1	FOXP3	25	0.35089256050862677
100	PDCD1	IL2RB	26	0.3854889166947614
100	PDCD1	KLRC4	27	0.3908402965518909
100	PDCD1	IL18RAP	28	0.4336412244962377
100	PDCD1	RP11-343J24.1	29	0.4512327584363963
100	PDCD1	CD8B	30	0.4517612835322161
100	PDCD1	GZMK	31	0.45977053327802725
100	PDCD1	ITK	32	0.46482358270633367
100	PDCD1	CD6	33	0.485286860278438
100	PDCD1	DTHD1	34	0.491507259994929
100	PDCD1	UBASH3A	35	0.49208747427210425
100	PDCD1	XCL2	36	0.4923734851973811
100	PDCD1	AC104820.2	37	0.5287918998106432
100	PDCD1	RP11-622O11.2	38	0.5292218312584986
100	PDCD1	KLRC1	39	0.5421634679918442
100	PDCD1	PPP2R2B	40	0.5509473414132795
100	PDCD1	EOMES	41	0.5656116830234023
100	PDCD1	APOBEC3H	42	0.5721328810747797
100	PDCD1	TXK	43	0.5943073789733959
100	PDCD1	GPR174	44	0.5973394834134093
100	PDCD1	FGFBP2	45	0.6020840314893464
100	PDCD1	CD8A	46	0.6070458366670839
100	PDCD1	CRTAM	47	0.6110205488138725
100	PDCD1	NCR1	48	0.6181626173417583
100	PDCD1	SH2D1B	49	0.6272434721114126
100	PDCD1	CD96	50	0.6314457574022879
100	PDCD1	TRGC1	51	0.6317543817223327
100	PDCD1	TIGIT	52	0.64350323956561
100	PDCD1	ZNF831	53	0.6471573271583324
100	PDCD1	GATA3	54	0.6502826957197592
100	PDCD1	IL26	55	0.6513481123028833
100	PDCD1	TRBV28	56	0.6592820497036203
100	PDCD1	CTSW	57	0.6593309165959703
100	PDCD1	KRT86	58	0.6789101196798194
100	PDCD1	GZMH	59	0.6805249448819027
100	PDCD1	RP11-265P11.2	60	0.6828465702527098
100	PDCD1	TBX21	61	0.6969015365889968
100	PDCD1	ZBED2	62	0.7014210436102046
100	PDCD1	ZNF80	63	0.7024748475732608
100	PDCD1	IFNG	64	0.7075561536176679
100	PDCD1	RP11-222K16.2	65	0.7094987675973696
100	PDCD1	MAL	66	0.7196933758603824
100	PDCD1	CD5	67	0.722881822416393
100	PDCD1	IL22	68	0.7243974039790462
100	PDCD1	SLFN12L	69	0.7271388699411875
100	PDCD1	CD28	70	0.7496804000785595
100	PDCD1	KIR3DL2	71	0.7529531429204622
100	PDCD1	IL17F	72	0.7530218626038784
100	PDCD1	SARDH	73	0.7536239027337397
100	PDCD1	AC133644.2	74	0.7621234935885767
100	PDCD1	CAMK4	75	0.7729582249757008
100	PDCD1	TRDC	76	0.789003873846342
100	PDCD1	RP11-356I2.1	77	0.7956353689152286
100	PDCD1	PRF1	78	0.7963759998324099
100	PDCD1	CD247	79	0.8043153963125366
100	PDCD1	GPR171	80	0.8096725315464819
100	PDCD1	KLRF1	81	0.8164986715885865
100	PDCD1	IL2	82	0.8185901110215749
100	PDCD1	AC013264.2	83	0.8221089822491874
100	PDCD1	GRAP2	84	0.8260115900674067
100	PDCD1	NCR3	85	0.8316701593651101
100	PDCD1	CPA5	86	0.8378862235210685
100	PDCD1	IPCEF1	87	0.8379603635654341
100	PDCD1	SAMD3	88	0.8530095544672825
100	PDCD1	AC017002.1	89	0.8646581873458424
100	PDCD1	RP11-403A21.2	90	0.8708035825338986
100	PDCD1	TRG-AS1	91	0.8893207499426791
100	PDCD1	SYTL3	92	0.8981434390213324
100	PDCD1	NLRC3	93	0.9057286737454845
100	PDCD1	AC069363.1	94	0.9093410986897571
100	PDCD1	TRGV9	95	0.91007095706102
100	PDCD1	KLRD1	96	0.9169505348068266
100	PDCD1	CTD-2288O8.1	97	0.9225459131910755
100	PDCD1	CGA	98	0.9352214952905513
100	PDCD1	KRT81	99	0.9415290985927095
100	PDCD1	SIT1	100	0.9416961548481638
100	HAVCR2	TAGAP	1	0.18756725871396013
100	HAVCR2	SKAP1	2	0.20747608408743862
100	HAVCR2	GIMAP4	3	0.2221252034403915
100	HAVCR2	RP11-138A9.2	4	0.23989139299108794
100	HAVCR2	DOK2	5	0.2506768105899361
100	HAVCR2	ABI3	6	0.25109573823203485
100	HAVCR2	EVI2A	7	0.2526765282850043
100	HAVCR2	EMB	8	0.25549177230608167
100	HAVCR2	ANKRD44	9	0.28523530011608594
100	HAVCR2	FMNL1	10	0.286244782651319
100	HAVCR2	RASSF5	11	0.28667111925499567
100	HAVCR2	LDLRAD4	12	0.28756424686504894
100	HAVCR2	NR3C1	13	0.2911137150543928
100	HAVCR2	ARHGAP30	14	0.2933283314800137
100	HAVCR2	WAS	15	0.2957121606267964
100	HAVCR2	BCL11B	16	0.3185456475207636
100	HAVCR2	LBH	17	0.3210776116651934
100	HAVCR2	MYO1F	18	0.33599624976563847
100	HAVCR2	GPR65	19	0.35015331731409977
100	HAVCR2	AMICA1	20	0.3516163823293571
100	HAVCR2	APBB1IP	21	0.3612610007394874
100	HAVCR2	BIN2	22	0.3828549550639299
100	HAVCR2	RHOH	23	0.38658071133764765
100	HAVCR2	RCSD1	24	0.3886485771784816
100	HAVCR2	DOCK8	25	0.3920977992591387
100	HAVCR2	CMTM3	26	0.39829415013340613
100	HAVCR2	OXNAD1	27	0.39954231916373545
100	HAVCR2	SLFN5	28	0.40365808029345673
100	HAVCR2	TTC39C	29	0.4039412734570717
100	HAVCR2	DEF6	30	0.4107327632476381
100	HAVCR2	AKNA	31	0.41831625693424884
100	HAVCR2	GIMAP7	32	0.4197936931412201
100	HAVCR2	FAM129A	33	0.42426703501836416
100	HAVCR2	MAF	34	0.4249440391314303
100	HAVCR2	MYO1G	35	0.43521261669263356
100	HAVCR2	PIP4K2A	36	0.440741131255714
100	HAVCR2	CHST12	37	0.44474780290000815
100	HAVCR2	APOBEC3C	38	0.4479721773718719
100	HAVCR2	LPXN	39	0.4516940707156933
100	HAVCR2	CYFIP2	40	0.45502327786290486
100	HAVCR2	PDE4D	41	0.4578747541623452
100	HAVCR2	IL10RA	42	0.4579012409785706
100	HAVCR2	CD27	43	0.4657102231872744
100	HAVCR2	SEPT1	44	0.4783867444081009
100	HAVCR2	TRIM22	45	0.48173488127810893
100	HAVCR2	RP11-51J9.5	46	0.48606595638148786
100	HAVCR2	RP11-347P5.1	47	0.4906258207619922
100	HAVCR2	ITGB7	48	0.49829579487237863
100	HAVCR2	BCL2	49	0.49884837852129316
100	HAVCR2	PARP8	50	0.5038557692227076
100	HAVCR2	PBXIP1	51	0.5048884648336923
100	HAVCR2	LCP2	52	0.5081097680986639
100	HAVCR2	TNFRSF25	53	0.5104787064679076
100	HAVCR2	IL16	54	0.5173408337239388
100	HAVCR2	RUNX3	55	0.522964685352456
100	HAVCR2	PTPN7	56	0.5325371156929458
100	HAVCR2	CLIC3	57	0.5358157590178921
100	HAVCR2	ARHGAP15	58	0.5377031361708157
100	HAVCR2	SELPLG	59	0.5433466082403122
100	HAVCR2	TSPYL2	60	0.5489702607006811
100	HAVCR2	CCDC69	61	0.5553770056022344
100	HAVCR2	RIPOR2	62	0.5556699527305435
100	HAVCR2	STK10	63	0.5561271121476952
100	HAVCR2	XXbac-BPG246D15.8	64	0.5579296258526214
100	HAVCR2	PRMT9	65	0.5633551587493054
100	HAVCR2	PIK3IP1	66	0.5666849807970011
100	HAVCR2	AC016831.7	67	0.5732869641343916
100	HAVCR2	SUSD3	68	0.5746381839348719
100	HAVCR2	PDE3B	69	0.5746400196833525
100	HAVCR2	ENTPD1	70	0.5752289450983504
100	HAVCR2	GIMAP2	71	0.5790402879192365
100	HAVCR2	PREX1	72	0.5811332120359767
100	HAVCR2	RNF166	73	0.5918637258035795
100	HAVCR2	FYN	74	0.5955990926420811
100	HAVCR2	SASH3	75	0.5986700627295803
100	HAVCR2	LYST	76	0.6002016671482943
100	HAVCR2	TMC8	77	0.6053173929909471
100	HAVCR2	GBP5	78	0.6119311762545271
100	HAVCR2	GNG2	79	0.6149453106174143
100	HAVCR2	SUPT3H	80	0.61880130472948
100	HAVCR2	GIMAP1	81	0.631600746705374
100	HAVCR2	PARVG	82	0.6362782806267202
100	HAVCR2	ARHGEF3	83	0.6371685507765127
100	HAVCR2	ITGA4	84	0.6390546786932564
100	HAVCR2	MDFIC	85	0.639207079436473
100	HAVCR2	IKZF1	86	0.6432300322754659
100	HAVCR2	SELL	87	0.6470261430945643
100	HAVCR2	ZNF331	88	0.6484914414117366
100	HAVCR2	CYTH4	89	0.6547873953175507
100	HAVCR2	IL27RA	90	0.6555731091755891
100	HAVCR2	SRGAP3	91	0.657353403638479
100	HAVCR2	PRKCH	92	0.66332103096919
100	HAVCR2	CBLB	93	0.665939690350457
100	HAVCR2	CD84	94	0.6685787995614841
100	HAVCR2	SP140	95	0.6700176103986945
100	HAVCR2	ARHGAP9	96	0.6719140781767055
100	HAVCR2	PTPN4	97	0.6726817387101282
100	HAVCR2	RAB8B	98	0.673308747674165
100	HAVCR2	RP5-1171I10.5	99	0.6823256677853657
100	HAVCR2	ETS1	100	0.6860252444820428
100	VSIR	TMX4	1	0.06846310130081301
100	VSIR	MIS18BP1	2	0.119464828425928
100	VSIR	PSMB10	3	0.1213814473892814
100	VSIR	FOXN3	4	0.1278831843487962
100	VSIR	CTC-539A10.4	5	0.13184447632782598
100	VSIR	CD58	6	0.13965633971433306
100	VSIR	HELZ	7	0.14027883969342753
100	VSIR	STARD3NL	8	0.14527762425030472
100	VSIR	LNPEP	9	0.1465080536253501
100	VSIR	FAM104A	10	0.148844284614104
100	VSIR	TNIP2	11	0.15341513907862805
100	VSIR	SFXN1	12	0.1560897349909042
100	VSIR	PLK3	13	0.16113631759340216
100	VSIR	IL6ST	14	0.1614708491963029
100	VSIR	PCID2	15	0.16230050701311488
100	VSIR	DGKZ	16	0.16252484598442815
100	VSIR	AIM1	17	0.16391984569792148
100	VSIR	ZNF791	18	0.16568990637126377
100	VSIR	GPATCH8	19	0.17525366569403067
100	VSIR	MTF2	20	0.17560557804130947
100	VSIR	RSBN1	21	0.17574957810653238
100	VSIR	B3GAT3	22	0.17764199136838058
100	VSIR	DNAJB14	23	0.17875009640758338
100	VSIR	GNPTAB	24	0.17983339218214608
100	VSIR	GYG1	25	0.1845783843851939
100	VSIR	RNF115	26	0.18501600118078926
100	VSIR	NABP1	27	0.1864174933555623
100	VSIR	PRNP	28	0.18752996604484687
100	VSIR	CREBZF	29	0.1881679045911662
100	VSIR	RP11-773D16.1	30	0.19160379498276514
100	VSIR	NSD1	31	0.1922323916257836
100	VSIR	EPS15	32	0.19330889901432166
100	VSIR	ITSN2	33	0.19526742651612272
100	VSIR	C19orf25	34	0.20269869553787667
100	VSIR	TLE4	35	0.20597144068184112
100	VSIR	H2AFX	36	0.20760346807317856
100	VSIR	TRIM38	37	0.20787436371217077
100	VSIR	CBFB	38	0.21086829060886497
100	VSIR	RICTOR	39	0.21099291855595068
100	VSIR	ATF7IP	40	0.21289420654387883
100	VSIR	SPSB3	41	0.21318198153176993
100	VSIR	NECAP2	42	0.21325566095504564
100	VSIR	FAM53C	43	0.21400753893101446
100	VSIR	PDCD7	44	0.21440139559149266
100	VSIR	TLK1	45	0.2147621605618662
100	VSIR	CCNH	46	0.2152606586642643
100	VSIR	PPM1B	47	0.21995966568188688
100	VSIR	LPIN1	48	0.2240282607305292
100	VSIR	MGAT4A	49	0.2260474761449769
100	VSIR	RBM23	50	0.22913410997279984
100	VSIR	SDHAF2	51	0.230242156129623
100	VSIR	EPB41	52	0.23123714604855955
100	VSIR	PPP6R1	53	0.231334624315527
100	VSIR	DNAJC9	54	0.23349687851203293
100	VSIR	RHBDD2	55	0.2345041901914357
100	VSIR	MBP	56	0.2351857488638538
100	VSIR	PKN1	57	0.23626302153569267
100	VSIR	RABGAP1L	58	0.23922499043684106
100	VSIR	CCM2	59	0.24119431065256494
100	VSIR	PNKP	60	0.24204766965306465
100	VSIR	AKIRIN2	61	0.242672541124463
100	VSIR	CHORDC1	62	0.2454304987056011
100	VSIR	CCDC57	63	0.24579144224442698
100	VSIR	CYTH1	64	0.24645900482502947
100	VSIR	GTF2B	65	0.24656909002887703
100	VSIR	PHF11	66	0.24733262239115555
100	VSIR	MXD4	67	0.24809971163090264
100	VSIR	ARRB2	68	0.24834247790424385
100	VSIR	NCK1	69	0.24978004169918802
100	VSIR	AKR1B1	70	0.2508483817078839
100	VSIR	CCDC115	71	0.25100507101590463
100	VSIR	MITD1	72	0.2511788625734483
100	VSIR	SNRNP40	73	0.25181976335969936
100	VSIR	MARCH7	74	0.2525394417815763
100	VSIR	SEC14L1	75	0.25755280230227406
100	VSIR	REST	76	0.25970128832299394
100	VSIR	CRBN	77	0.25983279239649376
100	VSIR	RPA2	78	0.26041648991598715
100	VSIR	TRAF5	79	0.2612177217263108
100	VSIR	STX8	80	0.26291746447119935
100	VSIR	CCSER2	81	0.263033955748547
100	VSIR	LRBA	82	0.2643660134833501
100	VSIR	EXOC7	83	0.2721901216426563
100	VSIR	MECP2	84	0.2726361177885213
100	VSIR	EXOSC1	85	0.2729951150853184
100	VSIR	TRADD	86	0.27303626957222843
100	VSIR	ERICH1	87	0.2740452372246505
100	VSIR	SIRT7	88	0.2771207438517253
100	VSIR	TMEM109	89	0.281199014374071
100	VSIR	FIP1L1	90	0.28191336699705305
100	VSIR	UTRN	91	0.28291979256030564
100	VSIR	FAM195B	92	0.285252442071493
100	VSIR	MPRIP	93	0.28531571798767397
100	VSIR	DEGS1	94	0.2860280117933669
100	VSIR	SF3A2	95	0.28641697705931685
100	VSIR	COQ10B	96	0.29061839539572115
100	VSIR	AP1S2	97	0.291496225372212
100	VSIR	MYLIP	98	0.29157427923045315
100	VSIR	YAF2	99	0.2923591640602311
100	VSIR	MAP2K1	100	0.29270666639994053
100	LAG3	SYTL3	1	0.15252981787747288
100	LAG3	LAT	2	0.23911248694498344
100	LAG3	TBC1D10C	3	0.25779905615993004
100	LAG3	SIT1	4	0.27611647062560035
100	LAG3	HOPX	5	0.33924035877066055
100	LAG3	TNFRSF4	6	0.34826420124887913
100	LAG3	BATF	7	0.36478288661446706
100	LAG3	SH2D2A	8	0.37042217249240894
100	LAG3	RASGRP1	9	0.4287509404917663
100	LAG3	PTPN22	10	0.44616244512879777
100	LAG3	CD6	11	0.45233855064689515
100	LAG3	TRG-AS1	12	0.4525627920135534
100	LAG3	AC133644.2	13	0.46022138882832625
100	LAG3	RASAL3	14	0.46100410860094987
100	LAG3	CD8B	15	0.47395764015914743
100	LAG3	GRAP2	16	0.48076481522283415
100	LAG3	GATA3	17	0.48138189017856653
100	LAG3	IPCEF1	18	0.53420977267781
100	LAG3	STAT4	19	0.5423395584969334
100	LAG3	IKZF3	20	0.5429911232230743
100	LAG3	SPOCK2	21	0.5602470124677912
100	LAG3	ITK	22	0.5712859677739729
100	LAG3	SCML4	23	0.5716363618309552
100	LAG3	TRAF3IP3	24	0.5779309403237607
100	LAG3	MIAT	25	0.5824096242133858
100	LAG3	RORA	26	0.5834369789761377
100	LAG3	PYHIN1	27	0.5864324022595752
100	LAG3	CD96	28	0.5876086344323791
100	LAG3	CST7	29	0.5970043616088241
100	LAG3	CAMK4	30	0.5985645122890616
100	LAG3	GPR174	31	0.6015509712566275
100	LAG3	APOBEC3G	32	0.6072728617676849
100	LAG3	TNFRSF9	33	0.618171867743139
100	LAG3	TXK	34	0.619727973859018
100	LAG3	CRTAM	35	0.628668404904563
100	LAG3	PRKCH	36	0.6287394257730169
100	LAG3	LAYN	37	0.6527818811162265
100	LAG3	CD28	38	0.6539106776227351
100	LAG3	TRGC1	39	0.6550861629142068
100	LAG3	CD5	40	0.6568433155973845
100	LAG3	NCR3	41	0.6575744892582532
100	LAG3	SLAMF1	42	0.6619986246585782
100	LAG3	GPR171	43	0.666058736368612
100	LAG3	AC104820.2	44	0.6712610520000752
100	LAG3	TNFRSF18	45	0.6782353222021843
100	LAG3	PLEKHF1	46	0.6840412202475257
100	LAG3	SPN	47	0.6899104076110147
100	LAG3	CLEC2D	48	0.6907994513524305
100	LAG3	SAMD3	49	0.6927112759848951
100	LAG3	KRT86	50	0.7055664227994279
100	LAG3	GNG2	51	0.7195089466001983
100	LAG3	ZAP70	52	0.7272711081181351
100	LAG3	IL2RA	53	0.7376551506292464
100	LAG3	CD70	54	0.740741381532449
100	LAG3	NLRC3	55	0.7427681225883275
100	LAG3	SLFN12L	56	0.7484858281372843
100	LAG3	ARHGAP9	57	0.7511767881447414
100	LAG3	AC017002.1	58	0.7523558791982635
100	LAG3	TNFSF14	59	0.7551384460488976
100	LAG3	ZNF831	60	0.755475956353941
100	LAG3	P2RY10	61	0.7558398298333914
100	LAG3	MAP4K1	62	0.7567820922451926
100	LAG3	APOBEC3H	63	0.7588533202561071
100	LAG3	CTSW	64	0.7609645275958177
100	LAG3	ITM2A	65	0.7624147380557361
100	LAG3	RP11-343J24.1	66	0.7630557797595868
100	LAG3	C20orf100	67	0.7640232925514026
100	LAG3	IL2RB	68	0.765489962830002
100	LAG3	AC069363.1	69	0.7769823443380501
100	LAG3	MAL	70	0.7798629345357734
100	LAG3	LCK	71	0.7803033591826861
100	LAG3	CD226	72	0.78633746353622
100	LAG3	TNIP3	73	0.7881485352694746
100	LAG3	RUNX3	74	0.7883994106697025
100	LAG3	RP11-622O11.2	75	0.7979112408044082
100	LAG3	TNFSF4	76	0.798333294343951
100	LAG3	PSTPIP1	77	0.8044453661281303
100	LAG3	KRT81	78	0.8046477045221503
100	LAG3	NELL2	79	0.8047476040757323
100	LAG3	KLRF1	80	0.8056095660248581
100	LAG3	RP11-347P5.1	81	0.8063881755597729
100	LAG3	EOMES	82	0.8064072021900502
100	LAG3	FOXP3	83	0.8074854439374172
100	LAG3	S1PR4	84	0.8097194883178772
100	LAG3	AC020571.3	85	0.8125375030651062
100	LAG3	RP11-47L3.1	86	0.8157534483204887
100	LAG3	DTHD1	87	0.8166983628705432
100	LAG3	SLAMF6	88	0.817522738239567
100	LAG3	SLA2	89	0.8180271351580067
100	LAG3	ZBED2	90	0.8238432491994796
100	LAG3	TBX21	91	0.8238807011798992
100	LAG3	SARDH	92	0.8240744209076937
100	LAG3	PPP2R2B	93	0.8269846772633547
100	LAG3	LTA	94	0.8376171091787656
