k	target_gene	candidate_gene	rank	distance
25	VSIR	GTF2B	65	0.24656909002887703
25	VSIR	PHF11	66	0.24733262239115555
25	VSIR	MXD4	67	0.24809971163090264
25	VSIR	ARRB2	68	0.24834247790424385
25	VSIR	NCK1	69	0.24978004169918802
25	VSIR	AKR1B1	70	0.2508483817078839
25	VSIR	CCDC115	71	0.25100507101590463
25	VSIR	MITD1	72	0.2511788625734483
25	VSIR	SNRNP40	73	0.25181976335969936
25	VSIR	MARCH7	74	0.2525394417815763
25	VSIR	SEC14L1	75	0.25755280230227406
25	VSIR	REST	76	0.25970128832299394
25	VSIR	CRBN	77	0.25983279239649376
25	VSIR	RPA2	78	0.26041648991598715
25	VSIR	TRAF5	79	0.2612177217263108
25	VSIR	STX8	80	0.26291746447119935
25	VSIR	CCSER2	81	0.263033955748547
25	VSIR	LRBA	82	0.2643660134833501
25	VSIR	EXOC7	83	0.2721901216426563
25	VSIR	MECP2	84	0.2726361177885213
25	VSIR	EXOSC1	85	0.2729951150853184
25	VSIR	TRADD	86	0.27303626957222843
25	VSIR	ERICH1	87	0.2740452372246505
25	VSIR	SIRT7	88	0.2771207438517253
25	VSIR	TMEM109	89	0.281199014374071
25	VSIR	FIP1L1	90	0.28191336699705305
25	VSIR	UTRN	91	0.28291979256030564
25	VSIR	FAM195B	92	0.285252442071493
25	VSIR	MPRIP	93	0.28531571798767397
25	VSIR	DEGS1	94	0.2860280117933669
25	VSIR	SF3A2	95	0.28641697705931685
25	VSIR	COQ10B	96	0.29061839539572115
25	VSIR	AP1S2	97	0.291496225372212
25	VSIR	MYLIP	98	0.29157427923045315
25	VSIR	YAF2	99	0.2923591640602311
25	VSIR	MAP2K1	100	0.29270666639994053
25	LAG3	SYTL3	1	0.15252981787747288
25	LAG3	LAT	2	0.23911248694498344
25	LAG3	TBC1D10C	3	0.25779905615993004
25	LAG3	SIT1	4	0.27611647062560035
25	LAG3	HOPX	5	0.33924035877066055
25	LAG3	TNFRSF4	6	0.34826420124887913
25	LAG3	BATF	7	0.36478288661446706
25	LAG3	SH2D2A	8	0.37042217249240894
25	LAG3	RASGRP1	9	0.4287509404917663
25	LAG3	PTPN22	10	0.44616244512879777
25	LAG3	CD6	11	0.45233855064689515
25	LAG3	TRG-AS1	12	0.4525627920135534
25	LAG3	AC133644.2	13	0.46022138882832625
25	LAG3	RASAL3	14	0.46100410860094987
25	LAG3	CD8B	15	0.47395764015914743
25	LAG3	GRAP2	16	0.48076481522283415
25	LAG3	GATA3	17	0.48138189017856653
25	LAG3	IPCEF1	18	0.53420977267781
25	LAG3	STAT4	19	0.5423395584969334
25	LAG3	IKZF3	20	0.5429911232230743
25	LAG3	SPOCK2	21	0.5602470124677912
25	LAG3	ITK	22	0.5712859677739729
25	LAG3	SCML4	23	0.5716363618309552
25	LAG3	TRAF3IP3	24	0.5779309403237607
25	LAG3	MIAT	25	0.5824096242133858
25	LAG3	RORA	26	0.5834369789761377
25	LAG3	PYHIN1	27	0.5864324022595752
25	LAG3	CD96	28	0.5876086344323791
25	LAG3	CST7	29	0.5970043616088241
25	LAG3	CAMK4	30	0.5985645122890616
25	LAG3	GPR174	31	0.6015509712566275
25	LAG3	APOBEC3G	32	0.6072728617676849
25	LAG3	TNFRSF9	33	0.618171867743139
25	LAG3	TXK	34	0.619727973859018
25	LAG3	CRTAM	35	0.628668404904563
25	LAG3	PRKCH	36	0.6287394257730169
25	LAG3	LAYN	37	0.6527818811162265
25	LAG3	CD28	38	0.6539106776227351
25	LAG3	TRGC1	39	0.6550861629142068
25	LAG3	CD5	40	0.6568433155973845
25	LAG3	NCR3	41	0.6575744892582532
25	LAG3	SLAMF1	42	0.6619986246585782
25	LAG3	GPR171	43	0.666058736368612
25	LAG3	AC104820.2	44	0.6712610520000752
25	LAG3	TNFRSF18	45	0.6782353222021843
25	LAG3	PLEKHF1	46	0.6840412202475257
25	LAG3	SPN	47	0.6899104076110147
25	LAG3	CLEC2D	48	0.6907994513524305
25	LAG3	SAMD3	49	0.6927112759848951
25	LAG3	KRT86	50	0.7055664227994279
25	LAG3	GNG2	51	0.7195089466001983
25	LAG3	ZAP70	52	0.7272711081181351
25	LAG3	IL2RA	53	0.7376551506292464
25	LAG3	CD70	54	0.740741381532449
25	LAG3	NLRC3	55	0.7427681225883275
25	LAG3	SLFN12L	56	0.7484858281372843
25	LAG3	ARHGAP9	57	0.7511767881447414
25	LAG3	AC017002.1	58	0.7523558791982635
25	LAG3	TNFSF14	59	0.7551384460488976
25	LAG3	ZNF831	60	0.755475956353941
25	LAG3	P2RY10	61	0.7558398298333914
25	LAG3	MAP4K1	62	0.7567820922451926
25	LAG3	APOBEC3H	63	0.7588533202561071
25	LAG3	CTSW	64	0.7609645275958177
25	LAG3	ITM2A	65	0.7624147380557361
25	LAG3	RP11-343J24.1	66	0.7630557797595868
25	LAG3	C20orf100	67	0.7640232925514026
25	LAG3	IL2RB	68	0.765489962830002
25	LAG3	AC069363.1	69	0.7769823443380501
25	LAG3	MAL	70	0.7798629345357734
25	LAG3	LCK	71	0.7803033591826861
25	LAG3	CD226	72	0.78633746353622
25	LAG3	TNIP3	73	0.7881485352694746
25	LAG3	RUNX3	74	0.7883994106697025
25	LAG3	RP11-622O11.2	75	0.7979112408044082
25	LAG3	TNFSF4	76	0.798333294343951
25	LAG3	PSTPIP1	77	0.8044453661281303
25	LAG3	KRT81	78	0.8046477045221503
25	LAG3	NELL2	79	0.8047476040757323
25	LAG3	KLRF1	80	0.8056095660248581
25	LAG3	RP11-347P5.1	81	0.8063881755597729
25	LAG3	EOMES	82	0.8064072021900502
25	LAG3	FOXP3	83	0.8074854439374172
25	LAG3	S1PR4	84	0.8097194883178772
25	LAG3	AC020571.3	85	0.8125375030651062
25	LAG3	RP11-47L3.1	86	0.8157534483204887
25	LAG3	DTHD1	87	0.8166983628705432
25	LAG3	SLAMF6	88	0.817522738239567
25	LAG3	SLA2	89	0.8180271351580067
25	LAG3	ZBED2	90	0.8238432491994796
25	LAG3	TBX21	91	0.8238807011798992
25	LAG3	SARDH	92	0.8240744209076937
25	LAG3	PPP2R2B	93	0.8269846772633547
25	LAG3	LTA	94	0.8376171091787656
25	LAG3	TESPA1	95	0.8443592212462222
25	LAG3	ITGAL	96	0.8513567873574428
25	LAG3	AC018816.4	97	0.8516111144554749
25	LAG3	IL26	98	0.8521864380268563
25	LAG3	GFI1	99	0.8529137418311394
25	LAG3	CPA5	100	0.8539293769821288
25	CD38	POU2F2	1	0.0912941178600067
25	CD38	TACC3	2	0.12363968463447225
25	CD38	DNAJB4	3	0.15483261828825798
25	CD38	OASL	4	0.1611326187641787
25	CD38	PVT1	5	0.16307018955163147
25	CD38	SPON2	6	0.17933520099256672
25	CD38	ATP8A1	7	0.1796996701334692
25	CD38	NCF4	8	0.18358552007565432
25	CD38	IL1R2	9	0.18630107641129012
25	CD38	GBP4	10	0.19077365939812632
25	CD38	HENMT1	11	0.20338081913249412
25	CD38	CBL	12	0.21744178739241893
25	CD38	CDCA4	13	0.2183241609498094
25	CD38	HIRIP3	14	0.21995830427513843
25	CD38	JMY	15	0.2210357661199111
25	CD38	THADA	16	0.22104359563112388
25	CD38	TRAF3	17	0.22332340292499842
25	CD38	STAM	18	0.22355979585598076
25	CD38	RP11-660L16.2	19	0.223901115886583
25	CD38	TNRC6C	20	0.22438800331813966
25	CD38	TARSL2	21	0.2250571947887403
25	CD38	AKTIP	22	0.22911249241613096
25	CD38	AP1M1	23	0.2333627384365569
25	CD38	STAT5B	24	0.23358298662759772
25	CD38	N4BP2	25	0.23493760848346096
25	CD38	RGS16	26	0.23598013252423153
25	CD38	STIM1	27	0.23641336832643153
25	CD38	CDKN2D	28	0.23682325191502476
25	CD38	SNRK	29	0.2372699607158922
25	CD38	GALT	30	0.2373209670287427
25	CD38	KIAA1370	31	0.23768342464565997
25	CD38	JADE1	32	0.23851403608617708
25	CD38	CLSPN	33	0.23873875951936835
25	CD38	CUTC	34	0.23979996699103093
25	CD38	JADE2	35	0.2411243041795526
25	CD38	PRH1	36	0.24152417370595386
25	CD38	TTPAL	37	0.24239614984372168
25	CD38	SEC22C	38	0.24256766200721439
25	CD38	BORCS5	39	0.24319851472312662
25	CD38	SFI1	40	0.24430401976328958
25	CD38	ZRSR2	41	0.24451151559881232
25	CD38	MAD1L1	42	0.24650302724040615
25	CD38	DNMT3A	43	0.24665221991794367
25	CD38	MOAP1	44	0.24963905426249983
25	CD38	ZNF276	45	0.2502505361202592
25	CD38	ABTB1	46	0.2511259485165147
25	CD38	GPS2	47	0.2516525797620566
25	CD38	ZNF224	48	0.2520746672832082
25	CD38	MX2	49	0.2539684570859782
25	CD38	LPAR6	50	0.2548560114639816
25	CD38	BLMH	51	0.2554837322264246
25	CD38	ERV3-1	52	0.256023360777627
25	CD38	RP11-197O15.1	53	0.2565876070131938
25	CD38	FAM110A	54	0.2569644286676367
25	CD38	GADD45G	55	0.2581000236224859
25	CD38	PLEKHO1	56	0.2584181904416859
25	CD38	RIN3	57	0.2589809313361265
25	CD38	LAT2	58	0.25967737107406613
25	CD38	KLHL28	59	0.2597853172327576
25	CD38	CSGALNACT2	60	0.2601135510568131
25	CD38	ATG2A	61	0.2622599570031366
25	CD38	SSH1	62	0.26343062376050097
25	CD38	TRAPPC10	63	0.2636847126272807
25	CD38	CD79B	64	0.2650696755180943
25	CD38	FAM172A	65	0.2653865083611088
25	CD38	CSTF2T	66	0.26565020454538535
25	CD38	DCLRE1C	67	0.26589795722900017
25	CD38	FOXO1	68	0.2659646746196706
25	CD38	ING4	69	0.2663676663770048
25	CD38	ZC3H6	70	0.26729458714442084
25	CD38	CHMP6	71	0.26799135496602494
25	CD38	PER1	72	0.2683437077420552
25	CD38	GMEB1	73	0.26971307740225653
25	CD38	CERS5	74	0.2701757229608551
25	CD38	OXCT1	75	0.2711913860531477
25	CD38	TMED8	76	0.27167040315530444
25	CD38	DLEU2	77	0.27269403441143
25	CD38	S100PBP	78	0.27409160022591644
25	CD38	IRAK4	79	0.27460685321549133
25	CD38	SGMS1	80	0.2748715760462832
25	CD38	PSD4	81	0.27545016251181964
25	CD38	ELK3	82	0.2763632084964621
25	CD38	NIN	83	0.2764084184425292
25	CD38	PHF1	84	0.27728858431172576
25	CD38	FAM160B1	85	0.27840617520674454
25	CD38	AP3M2	86	0.2802213480790898
25	CD38	ZNF480	87	0.2806736678810863
25	CD38	PPWD1	88	0.2823162334470366
25	CD38	CLK4	89	0.283314369705647
25	CD38	SNAP47	90	0.2865523254008591
25	CD38	DDB2	91	0.28696099162839084
25	CD38	ASCC1	92	0.2873072993490727
25	CD38	ELMOD3	93	0.2874404594939421
25	CD38	CERK	94	0.28875727848047905
25	CD38	SESN3	95	0.29002563763694605
25	CD38	DDX3Y	96	0.29090681420622083
25	CD38	NFKBID	97	0.2935056473303456
25	CD38	PTPRN2	98	0.29551843550770274
25	CD38	ZMAT5	99	0.29565324342565313
25	CD38	GABPB1	100	0.2959871366265717
50	CD4	SPON2	1	0.21877637728749813
50	CD4	PLEKHO1	2	0.23923607421789897
50	CD4	GBP4	3	0.24660359365500747
50	CD4	CDC42EP3	4	0.3006890074669977
50	CD4	FAM46C	5	0.3038314963930817
50	CD4	SYTL1	6	0.3067595852746171
50	CD4	GLCCI1	7	0.3075883762142355
50	CD4	NUP210	8	0.3077626433223398
50	CD4	PDLIM2	9	0.31344859778276196
50	CD4	TCF7	10	0.318813837581736
50	CD4	TACC3	11	0.32313098673301577
50	CD4	MAST4	12	0.33470091849572947
50	CD4	DDB2	13	0.3408316367141382
50	CD4	SATB1	14	0.341558127297036
50	CD4	POU2F2	15	0.3435602838046772
50	CD4	ST3GAL1	16	0.3448442946747057
50	CD4	TBC1D4	17	0.3483706177416998
50	CD4	PDE4B	18	0.3509129339509578
50	CD4	NCF4	19	0.35509982424502196
50	CD4	ZNF430	20	0.3600850533368494
50	CD4	METTL8	21	0.36390874459993866
50	CD4	TRIM69	22	0.3696660599346618
50	CD4	PRKACB	23	0.37075284337105396
50	CD4	BCL2L11	24	0.3760325853517415
50	CD4	MALT1	25	0.3766884131929423
50	CD4	RGS19	26	0.3785822823685089
50	CD4	DDHD1	27	0.3787602108137853
50	CD4	CNTRL	28	0.3794014862634106
50	CD4	PSD4	29	0.3809883608133344
50	CD4	EED	30	0.38145521395955534
50	CD4	IFI44	31	0.38273558664537377
50	CD4	NIN	32	0.38357021187518653
50	CD4	EPM2AIP1	33	0.38528319506941167
50	CD4	ZBTB1	34	0.3865205524729311
50	CD4	TBC1D2B	35	0.38814483656919163
50	CD4	HERC1	36	0.3883188493597667
50	CD4	CENPC	37	0.3924328516314774
50	CD4	PCNX1	38	0.39371515335652013
50	CD4	TBCD	39	0.39514943446311934
50	CD4	WDR54	40	0.3961513853412524
50	CD4	TARSL2	41	0.39741595434381155
50	CD4	ATP8A1	42	0.3978510907753387
50	CD4	CD84	43	0.3991765506318996
50	CD4	SAMD9L	44	0.40587889061712096
50	CD4	SP140L	45	0.40710873654375757
50	CD4	CWF19L2	46	0.4080811011810486
50	CD4	FOXO1	47	0.4106079416577107
50	CD4	CDKN2D	48	0.41489515287124035
50	CD4	MAPRE2	49	0.4149325624537257
50	CD4	GPRIN3	50	0.4153002187214839
50	CD4	RASSF1	51	0.41653615119738546
50	CD4	CD79B	52	0.4168259467328727
50	CD4	ZNF331	53	0.4170480356395726
50	CD4	NCKAP1L	54	0.4177367846707947
50	CD4	ERV3-1	55	0.4187058302267974
50	CD4	PVT1	56	0.4188973881589905
50	CD4	GABPB1	57	0.4189388406952977
50	CD4	RBM38	58	0.41997305530577106
50	CD4	NLRC5	59	0.42162085407708716
50	CD4	ANKRD13D	60	0.4220575601611559
50	CD4	RDX	61	0.4232879154570958
50	CD4	S100PBP	62	0.4276295314540571
50	CD4	ARHGAP4	63	0.42848588968557355
50	CD4	MOB3A	64	0.42895238947486386
50	CD4	SNAP47	65	0.4290189845877568
50	CD4	PRR5	66	0.4296566655918806
50	CD4	GLIPR2	67	0.4299875749373467
50	CD4	GABARAPL1	68	0.4315859941103092
50	CD4	DUSP16	69	0.43161430476794427
50	CD4	FRMD4B	70	0.43182747170930935
50	CD4	RP1-265C24.9	71	0.4324265543004408
50	CD4	ORMDL3	72	0.43406925209286124
50	CD4	CRTC3	73	0.4341762366564251
50	CD4	SH3BP1	74	0.4350655294028132
50	CD4	CCDC66	75	0.43736883150360484
50	CD4	CCDC88C	76	0.4375637370223992
50	CD4	FERMT3	77	0.4376504871640628
50	CD4	DDX39B	78	0.43775534169792196
50	CD4	THADA	79	0.4390576132426209
50	CD4	BTN3A1	80	0.4415470784948721
50	CD4	LAT2	81	0.4421870432923111
50	CD4	GADD45G	82	0.4425763793597779
50	CD4	OASL	83	0.44489632249683125
50	CD4	NCF1	84	0.44515527570777047
50	CD4	PITPNC1	85	0.4467821274798464
50	CD4	CENPK	86	0.44706799956394594
50	CD4	PRKX	87	0.44733521732281034
50	CD4	RAB29	88	0.44741727500467293
50	CD4	GIT2	89	0.4474728441862813
50	CD4	PDE7A	90	0.4479257227861528
50	CD4	OTULIN	91	0.4482061533708301
50	CD4	RBMS1	92	0.4490769543905199
50	CD4	AQP3	93	0.44911588024932186
50	CD4	TP53INP1	94	0.45057874800894343
50	CD4	ZNF688	95	0.4513373247296669
50	CD4	ATF7IP2	96	0.4521175454059726
50	CD4	NFKB2	97	0.4529396666681462
50	CD4	CABIN1	98	0.4531025807832741
50	CD4	PFKFB3	99	0.4531651102750951
50	CD4	MCM6	100	0.4533818447189261
50	PTPRC	TNFAIP3	1	0.26317207521125957
50	PTPRC	HCST	2	0.38289467669673644
50	PTPRC	LSP1	3	0.425773886990298
50	PTPRC	RARRES3	4	0.6284787804002816
50	PTPRC	GMFG	5	0.7094251649710677
50	PTPRC	CORO1A	6	0.7448423787658902
50	PTPRC	ALOX5AP	7	0.763823614612887
50	PTPRC	RAC2	8	0.7841444200034341
50	PTPRC	DUSP2	9	0.8133191532812062
50	PTPRC	IL2RG	10	0.8307466934140911
50	PTPRC	CYTOR	11	0.8417694305046937
50	PTPRC	BIRC3	12	0.8766589648363495
50	PTPRC	LCP1	13	0.9306546083628867
50	PTPRC	CD53	14	0.9315199729906454
50	PTPRC	IFI16	15	0.9956303947681144
50	PTPRC	CD69	16	1.0198702740198797
50	PTPRC	RBPJ	17	1.0512512775600418
50	PTPRC	EMP3	18	1.111171594621814
50	PTPRC	MSN	19	1.114492225872869
50	PTPRC	UCP2	20	1.1382311877862412
50	PTPRC	STK4	21	1.1465761377010735
50	PTPRC	LTB	22	1.1579172361540666
50	PTPRC	IL7R	23	1.1912488191638093
50	PTPRC	STK17B	24	1.1956493355291624
50	PTPRC	ISG20	25	1.2095681495949633
50	PTPRC	CELF2	26	1.2237602360241064
50	PTPRC	RGS10	27	1.2277511215609958
50	PTPRC	LEPROTL1	28	1.2379483699696463
50	PTPRC	CRIP1	29	1.2472884386152157
50	PTPRC	ANKRD12	30	1.2688135023422284
50	PTPRC	FYB1	31	1.28971161167173
50	PTPRC	CD37	32	1.293603526151529
50	PTPRC	HLA-F	33	1.3283980784997849
50	PTPRC	AKAP13	34	1.3292747696108713
50	PTPRC	PPP2R5C	35	1.3314356588741398
50	PTPRC	PPP1R2	36	1.3406928312775952
50	PTPRC	RGS2	37	1.3458606725402391
50	PTPRC	DUSP4	38	1.3723584027350555
50	PTPRC	MBNL1	39	1.3838241579511694
50	PTPRC	C9orf142	40	1.3840329026969769
50	PTPRC	OSTF1	41	1.38783012426056
50	PTPRC	CARD16	42	1.395236724385577
50	PTPRC	VAMP2	43	1.4006098313441575
50	PTPRC	CYTIP	44	1.404020974999539
50	PTPRC	IRF1	45	1.4305460744355527
50	PTPRC	CDC42SE2	46	1.4441676633877036
50	PTPRC	JAK1	47	1.4443624886389854
50	PTPRC	ANKRD28	48	1.4508703594762395
50	PTPRC	XIST	49	1.4583599613715308
50	PTPRC	PRDM1	50	1.4595137953283994
50	PTPRC	PDCD4	51	1.4670803797605447
50	PTPRC	NAP1L4	52	1.4763339399670632
50	PTPRC	TERF2IP	53	1.4881049067749874
50	PTPRC	GZMB	54	1.5070954129452692
50	PTPRC	CITED2	55	1.5081987765186322
50	PTPRC	STAT3	56	1.5158254600201622
50	PTPRC	RAP1A	57	1.51693274505873
50	PTPRC	ADGRE5	58	1.5236490908130966
50	PTPRC	CFLAR	59	1.5309026752716375
50	PTPRC	KLF2	60	1.5321801262560713
50	PTPRC	RP11-640M9.1	61	1.5449507889227483
50	PTPRC	CHMP4A	62	1.5450603378016512
50	PTPRC	TUBA4A	63	1.547041641452768
50	PTPRC	DDX24	64	1.5552080297588677
50	PTPRC	SP100	65	1.5565077565584042
50	PTPRC	ELF1	66	1.5658584089285885
50	PTPRC	BUB3	67	1.5668061267316973
50	PTPRC	PCSK7	68	1.5842601264708158
50	PTPRC	G3BP2	69	1.5908027159502764
50	PTPRC	RHOG	70	1.6041853434599154
50	PTPRC	SEPT9	71	1.6078375328940215
50	PTPRC	PMAIP1	72	1.6092524229816085
50	PTPRC	GPR183	73	1.6152495505162239
50	PTPRC	MRPS6	74	1.6218355344532822
50	PTPRC	RNF213	75	1.6310722848049435
50	PTPRC	UBE2L6	76	1.63144575015857
50	PTPRC	SAMSN1	77	1.631960906804353
50	PTPRC	SH3KBP1	78	1.6333332736323725
50	PTPRC	ARID4B	79	1.6350911583854797
50	PTPRC	TUBA1A	80	1.6377766556344233
50	PTPRC	KIAA1551	81	1.6380609753798423
50	PTPRC	SH3BGRL	82	1.638953150092889
50	PTPRC	PRPF38B	83	1.6407040300928768
50	PTPRC	EVL	84	1.6418676883427477
50	PTPRC	TAP1	85	1.6456895031925893
50	PTPRC	STK17A	86	1.645870741411778
50	PTPRC	FAM49B	87	1.6459583399661089
50	PTPRC	IFI27L2	88	1.6474043617406111
50	PTPRC	SMC4	89	1.6516097251027846
50	PTPRC	RSRP1	90	1.653171426669855
50	PTPRC	CD48	91	1.653816509252646
50	PTPRC	GPBP1	92	1.6539089671717189
50	PTPRC	TNRC6B	93	1.668694594233908
50	PTPRC	PHLDA1	94	1.669413326004375
50	PTPRC	TLN1	95	1.6750767637692876
50	PTPRC	ITGAE	96	1.682246638044342
50	PTPRC	SYNE2	97	1.6889638371030218
50	PTPRC	CLK1	98	1.6901566738633955
50	PTPRC	CREM	99	1.6948467164595178
50	PTPRC	GNAI2	100	1.6958813774286763
50	CTLA4	CTSW	1	0.15237116299155645
50	CTLA4	IL2RB	2	0.15842855004969225
50	CTLA4	CD8A	3	0.17518338623036522
50	CTLA4	TIGIT	4	0.26331090510109617
50	CTLA4	CD96	5	0.27403644750978157
50	CTLA4	TRGC2	6	0.3073007814736198
50	CTLA4	KLRC2	7	0.3232557420319563
50	CTLA4	GPR171	8	0.3361225026870127
50	CTLA4	GZMM	9	0.33878399666379694
50	CTLA4	GZMK	10	0.3486106983431207
50	CTLA4	CD247	11	0.37707452864062685
50	CTLA4	PRF1	12	0.3963964276761242
50	CTLA4	TRAT1	13	0.3971506780487157
50	CTLA4	TMIGD2	14	0.4050027765488421
50	CTLA4	CXCR6	15	0.4055278585488916
50	CTLA4	SIRPG	16	0.4110045185450257
50	CTLA4	GZMH	17	0.41408029762017834
50	CTLA4	ICOS	18	0.4187939087965224
50	CTLA4	KLRD1	19	0.4312736724266059
50	CTLA4	PYHIN1	20	0.4362480793148533
50	CTLA4	SH2D1A	21	0.45339818001447685
50	CTLA4	AC002331.1	22	0.4702939530606102
50	CTLA4	CD8B	23	0.48948075208244174
50	CTLA4	ZAP70	24	0.5009333685508175
50	CTLA4	CD6	25	0.5257798249420753
50	CTLA4	KLRC1	26	0.5505143735767315
50	CTLA4	IFNG	27	0.5556084639093722
50	CTLA4	RGL4	28	0.5600762617196718
50	CTLA4	IL17A	29	0.570069556261082
50	CTLA4	SLA2	30	0.5781881821623871
50	CTLA4	TNFRSF18	31	0.5908632310963609
50	CTLA4	CD40LG	32	0.5944490847826545
50	CTLA4	XCL1	33	0.6324353344049243
50	CTLA4	TRDC	34	0.6467632584334334
50	CTLA4	RP11-291B21.2	35	0.6581561769936082
50	CTLA4	THEMIS	36	0.6608210381407238
50	CTLA4	ZNF683	37	0.6612625157046137
50	CTLA4	ITK	38	0.6616592873955472
50	CTLA4	FASLG	39	0.6886007886737503
50	CTLA4	KIR2DL4	40	0.6938932265829879
50	CTLA4	CD160	41	0.7105152845254298
50	CTLA4	FOXP3	42	0.7186021793991552
50	CTLA4	JAKMIP1	43	0.7260729538994064
50	CTLA4	XCL2	44	0.7345983616310006
50	CTLA4	TRAC	45	0.7437196570618311
50	CTLA4	CD3G	46	0.7696420916116468
50	CTLA4	HOPX	47	0.784225914838173
50	CTLA4	RP11-343J24.1	48	0.7848430060617194
50	CTLA4	SYTL3	49	0.7876806840508854
50	CTLA4	GATA3	50	0.7881778491096287
50	CTLA4	TNFRSF4	51	0.7919417484592134
50	CTLA4	AC104820.2	52	0.7969549611671984
50	CTLA4	GPR174	53	0.8160647537156966
50	CTLA4	TXK	54	0.8223417581770783
50	CTLA4	IL18RAP	55	0.8291264741450923
50	CTLA4	KLRC4	56	0.8296086902658886
50	CTLA4	CRTAM	57	0.8377277257630795
50	CTLA4	DTHD1	58	0.8449293869202505
50	CTLA4	RP11-622O11.2	59	0.8663447488531545
50	CTLA4	TRGC1	60	0.87089761423185
50	CTLA4	AC133644.2	61	0.8723807490487976
50	CTLA4	UBASH3A	62	0.8725966642582945
50	CTLA4	APOBEC3H	63	0.881337268809539
50	CTLA4	BATF	64	0.8827111428540246
50	CTLA4	TBC1D10C	65	0.8874036742586524
50	CTLA4	PPP2R2B	66	0.8982015292625135
50	CTLA4	EOMES	67	0.8985018802681632
50	CTLA4	SIT1	68	0.9204550602056892
50	CTLA4	KRT86	69	0.93593790080885
50	CTLA4	ZNF831	70	0.9395105200113547
50	CTLA4	GRAP2	71	0.9413269337305528
50	CTLA4	CD5	72	0.950317852886352
50	CTLA4	LAT	73	0.9505131666231293
50	CTLA4	FGFBP2	74	0.9532165782843258
50	CTLA4	CAMK4	75	0.960531824097453
50	CTLA4	SH2D1B	76	0.9688009987133118
50	CTLA4	CD28	77	0.9688887963205606
50	CTLA4	NCR1	78	0.9721482155498058
50	CTLA4	TRG-AS1	79	0.9757862506575921
50	CTLA4	IPCEF1	80	0.9785757969361963
50	CTLA4	IL26	81	0.9858939689153717
50	CTLA4	SLFN12L	82	0.9981793185938113
50	CTLA4	MAL	83	1.0057042886253607
50	CTLA4	TBX21	84	1.0091900928764295
50	CTLA4	TRBV28	85	1.0105744248602855
50	CTLA4	ZBED2	86	1.0107381014356351
50	CTLA4	RP11-265P11.2	87	1.021125871286139
50	CTLA4	NCR3	88	1.0321409900683334
50	CTLA4	ZNF80	89	1.0369970010883591
50	CTLA4	RP11-222K16.2	90	1.0374431404092128
50	CTLA4	CST7	91	1.0466865438519362
50	CTLA4	IL22	92	1.0496682695094564
50	CTLA4	SARDH	93	1.0520143125615509
50	CTLA4	RASGRP1	94	1.0535918752889675
50	CTLA4	SAMD3	95	1.066788475244608
50	CTLA4	KIR3DL2	96	1.074836152423132
50	CTLA4	IL17F	97	1.0784296415872063
50	CTLA4	KLRF1	98	1.0886830425183265
50	CTLA4	STAT4	99	1.094586207095214
50	CTLA4	RP11-356I2.1	100	1.0994084623199365
50	PDCD1	SH2D1A	1	0.07699966452064129
50	PDCD1	ICOS	2	0.10298168474151083
50	PDCD1	TMIGD2	3	0.10534438232452926
50	PDCD1	RGL4	4	0.11916430145444751
50	PDCD1	CD40LG	5	0.12132167189976457
50	PDCD1	TRAT1	6	0.13718928710294626
50	PDCD1	AC002331.1	7	0.1377359212447037
50	PDCD1	SLA2	8	0.17565561155296897
50	PDCD1	XCL1	9	0.18484223389694263
50	PDCD1	FASLG	10	0.19077812908207137
50	PDCD1	ZAP70	11	0.21397686512177486
50	PDCD1	GZMM	12	0.22353526625771145
50	PDCD1	IL17A	13	0.2236316505883759
50	PDCD1	THEMIS	14	0.2357771379403242
50	PDCD1	SIRPG	15	0.2375927450913776
50	PDCD1	TRGC2	16	0.2579780344014239
50	PDCD1	CD160	17	0.26108502292920777
50	PDCD1	JAKMIP1	18	0.2645051679475187
50	PDCD1	ZNF683	19	0.26767326226120736
50	PDCD1	KLRC2	20	0.2822424354302811
50	PDCD1	RP11-291B21.2	21	0.2860009196778971
50	PDCD1	CXCR6	22	0.30811036418287074
50	PDCD1	KIR2DL4	23	0.3192743666107675
50	PDCD1	PYHIN1	24	0.344902630572233
50	PDCD1	FOXP3	25	0.35089256050862677
50	PDCD1	IL2RB	26	0.3854889166947614
50	PDCD1	KLRC4	27	0.3908402965518909
50	PDCD1	IL18RAP	28	0.4336412244962377
50	PDCD1	RP11-343J24.1	29	0.4512327584363963
50	PDCD1	CD8B	30	0.4517612835322161
50	PDCD1	GZMK	31	0.45977053327802725
50	PDCD1	ITK	32	0.46482358270633367
50	PDCD1	CD6	33	0.485286860278438
50	PDCD1	DTHD1	34	0.491507259994929
50	PDCD1	UBASH3A	35	0.49208747427210425
50	PDCD1	XCL2	36	0.4923734851973811
50	PDCD1	AC104820.2	37	0.5287918998106432
50	PDCD1	RP11-622O11.2	38	0.5292218312584986
50	PDCD1	KLRC1	39	0.5421634679918442
50	PDCD1	PPP2R2B	40	0.5509473414132795
50	PDCD1	EOMES	41	0.5656116830234023
50	PDCD1	APOBEC3H	42	0.5721328810747797
50	PDCD1	TXK	43	0.5943073789733959
50	PDCD1	GPR174	44	0.5973394834134093
50	PDCD1	FGFBP2	45	0.6020840314893464
50	PDCD1	CD8A	46	0.6070458366670839
50	PDCD1	CRTAM	47	0.6110205488138725
50	PDCD1	NCR1	48	0.6181626173417583
