gene,n,median_LFC,mean_LFC,q1_LFC,q3_LFC,pct_depleted,rank_most_dependent,percentile_most_dependent
FAM209B,85,-0.0034403936932077,-0.012694299705680607,-0.135117127117206,0.110570181827882,2.3529411764705883,9839,40.59537467544231
PGAM2,85,-0.0034224997768489,-0.002196049689082648,-0.132173811091158,0.136671826553855,0.0,9840,40.589336392729905
SLC25A45,85,-0.0034126713093544,-0.010417155582704727,-0.111854866971793,0.122838960451551,1.1764705882352942,9841,40.58329811001751
KXD1,85,-0.0033988855844008,-0.02597116135698292,-0.160246194571174,0.144735080535252,0.0,9842,40.57725982730511
GALNT2,85,-0.0033863010819879,0.021999827409187846,-0.0746133364137608,0.124115523240058,0.0,9843,40.57122154459272
VIP,85,-0.0033321996738667,-0.014873303107048826,-0.179378438333731,0.130937634379781,4.705882352941177,9844,40.56518326188032
SDR16C5,85,-0.0033263199490646,-0.02341440859533995,-0.186868068456662,0.141000744517571,1.1764705882352942,9845,40.559144979167925
ABHD8,85,-0.003263432237784,-0.004926014843641361,-0.0906794316972071,0.0794421062409761,0.0,9846,40.55310669645553
CEP70,85,-0.00324969307833,-0.02087109369422526,-0.170055125696668,0.161784552338551,7.0588235294117645,9847,40.54706841374313
ZBTB32,85,-0.003236127085332,-0.02707667631682873,-0.1836281546263,0.185571460469239,4.705882352941177,9848,40.54103013103073
SAAL1,85,-0.0032189628029426,-0.0087418284006009,-0.15603085180491,0.132701911871168,5.88235294117647,9849,40.534991848318334
NCCRP1,85,-0.0032074103034491,0.01800431321023144,-0.102336660823514,0.143957255698248,0.0,9850,40.52895356560594
CPZ,85,-0.0031949931463532,0.0069392546345145535,-0.108580777224137,0.142984809018612,0.0,9851,40.52291528289354
NUDT14,85,-0.0031929605600375,-0.022519389208319952,-0.162133535362504,0.171964495831271,2.3529411764705883,9852,40.516877000181154
PTPN3,85,-0.0031746580303132,-0.026338977652647234,-0.178296489812891,0.146710106201454,2.3529411764705883,9853,40.51083871746876
ZDHHC12,85,-0.0031699570848536,0.0146947104967471,-0.119953107819213,0.146628493479167,2.3529411764705883,9854,40.50480043475636
RAB9B,85,-0.0031659157154723,-0.021053569293690438,-0.125535564884425,0.138330237311628,3.5294117647058822,9855,40.49876215204395
LMAN1,85,-0.0031148929173619,-0.011051683991776856,-0.164758750451408,0.104783687351434,0.0,9856,40.492723869331556
TBPL2,85,-0.0031101352369201,-0.029874269606823906,-0.170648910931789,0.111229632927419,1.1764705882352942,9857,40.48668558661917
GAMT,85,-0.0031028977268552,-0.00905318481671391,-0.122552222980062,0.10740028307191,1.1764705882352942,9858,40.48064730390677
PSMB10,85,-0.0031025437897797,0.0007283691321344902,-0.116305328911261,0.0895866189994361,1.1764705882352942,9859,40.474609021194375
AKIP1,85,-0.003085898077125,-0.01721252384129579,-0.171596205360479,0.129668318264457,2.3529411764705883,9860,40.46857073848198
ZNF581,85,-0.0030650247474096,0.02529686840241205,-0.108584325580653,0.156008290613357,0.0,9861,40.46253245576958
BRK1,85,-0.0030632782538028,-0.0409683357546444,-0.174885519813152,0.154116503676943,1.1764705882352942,9862,40.45649417305718
CLEC12A,85,-0.0030601813195194,-0.00994393895528559,-0.150412826687761,0.113538698217543,0.0,9863,40.450455890344784
ABCD4,85,-0.0030579054888557,-0.0009135094068685708,-0.115759657147647,0.131094872956938,0.0,9864,40.44441760763239
PRR32,85,-0.0030471018614061,-0.011849088849084036,-0.110058269984039,0.10891074818224,0.0,9865,40.43837932491999
BCORL1,85,-0.0030391804602874,-0.004674952508164189,-0.156332046795497,0.170976430675635,2.3529411764705883,9866,40.4323410422076
TDRD1,85,-0.003024024472972,0.0029471780560147995,-0.138177683642458,0.118703585665974,0.0,9867,40.4263027594952
ANO9,85,-0.002983253466132,0.004873726590812275,-0.118563399695879,0.0848222672804463,0.0,9868,40.420264476782805
WDR54,85,-0.0029820859534297,0.01026677816885807,-0.119972689622772,0.15611671661538,0.0,9869,40.4142261940704
MYH6,85,-0.0029817107239949,0.006459339869326604,-0.13698527999831,0.156955702478074,0.0,9870,40.408187911358006
CGA,85,-0.0029515088730706,-0.019783430101337936,-0.139072492326631,0.115119664056608,0.0,9871,40.40214962864561
ITGB8,85,-0.0029471630834243,-0.04372732674755458,-0.188681271396463,0.117266096089919,0.0,9872,40.396111345933214
NTN1,85,-0.0029090415474306,0.031619466422642434,-0.100263401693126,0.156221945814372,0.0,9873,40.390073063220825
CFAP299,85,-0.0029047273082913,-0.014622984941793185,-0.125408149592246,0.149713014663206,1.1764705882352942,9874,40.38403478050843
OLAH,85,-0.0028911486251945,-0.039553567634074846,-0.201927060345447,0.0860364796823812,2.3529411764705883,9875,40.37799649779603
TMEM212,85,-0.0028734596729909,-0.002659999164072001,-0.151647904978928,0.138472327124823,2.3529411764705883,9876,40.37195821508362
MANEAL,85,-0.0028659563223104,0.08286598108930579,-0.161927834416434,0.308507577567477,4.705882352941177,9877,40.36591993237123
AURKC,85,-0.0028626820922786,-0.01296780454775335,-0.156920436095643,0.0683908939604159,1.1764705882352942,9878,40.35988164965884
SPANXN3,85,-0.0028605180125434,-0.02493703640716904,-0.137199607612391,0.176100036723892,0.0,9879,40.35384336694644
PDIA4,85,-0.0028491315113804,-0.005958921119072584,-0.145695383821884,0.135809675589051,1.1764705882352942,9880,40.34780508423405
LRRC41,85,-0.0028333321902958,0.019430223250188696,-0.139786749569968,0.164111437141153,2.3529411764705883,9881,40.34176680152165
CRTAC1,85,-0.0028050258233906,-0.01338251693875747,-0.128265747679424,0.158955032558716,1.1764705882352942,9882,40.335728518809255
CKMT2,85,-0.0027908529885228,0.0046164343653433155,-0.138580048538281,0.125682125325988,0.0,9883,40.32969023609685
FGF3,85,-0.0027881167625989,0.006013049963926943,-0.139763328587551,0.182491965088852,0.0,9884,40.323651953384456
PLCD4,85,-0.0027705754545633,-0.015572302221902885,-0.134677127953225,0.139511502637646,1.1764705882352942,9885,40.31761367067206
STK32B,85,-0.0027508596232084,-0.011226143619261551,-0.134157167224311,0.100668646088537,0.0,9886,40.311575387959664
NPR3,85,-0.0027381969887345,0.0032030319283883027,-0.128926485872491,0.148924468712061,0.0,9887,40.30553710524727
CCDC178,85,-0.0027044103312471,0.018617643155424288,-0.126891567067111,0.145704173861706,0.0,9888,40.29949882253487
MAPK8IP1,85,-0.0026982269720833,-0.011637374830895476,-0.102154371182837,0.126789693564099,1.1764705882352942,9889,40.293460539822476
RLF,85,-0.0026949519403386,0.014711871605610539,-0.179935138764657,0.126692725681875,1.1764705882352942,9890,40.28742225711007
MAIP1,85,-0.0026940503405671,-0.011027187892102002,-0.179685526486497,0.167010044041678,0.0,9891,40.28138397439768
ABHD10,85,-0.0026882878902256,-0.01528057319216025,-0.150939759790872,0.121441709404191,1.1764705882352942,9892,40.27534569168528
ZNF471,85,-0.0026605521189792,-0.05026825503812829,-0.213526871007627,0.11678870446866,3.5294117647058822,9893,40.269307408972885
PHF21B,85,-0.0026396043827768,0.008952241297269466,-0.13676732794764,0.120463889023531,1.1764705882352942,9894,40.26326912626049
MGST2,85,-0.0026282831481833,0.017604599563060208,-0.10651373660498,0.0975168067120503,0.0,9895,40.2572308435481
GUCA2A,85,-0.0026093128188509,-0.017864208096434908,-0.142968509853903,0.106342100782951,0.0,9896,40.251192560835705
SRRM4,85,-0.002592016127173,-0.003364056328437847,-0.105936698398484,0.111942652961277,1.1764705882352942,9897,40.245154278123294
HK1,85,-0.0025891804164844,-0.012986404248080388,-0.132709512332096,0.13699023867373,0.0,9898,40.2391159954109
GCLC,85,-0.0025854207445233,-0.028127367826482463,-0.142877185908583,0.103144858194605,0.0,9899,40.2330777126985
OTOP2,85,-0.0025651356455394,-0.021878532830219885,-0.181277577370256,0.126759117816373,0.0,9900,40.227039429986114
SNX21,85,-0.0025300663092321,-0.02689204529433426,-0.176194191501427,0.152876709206682,0.0,9901,40.22100114727372
PLPPR5,85,-0.0025048752277487,-0.012903153777963836,-0.130834962690565,0.13961956198168,0.0,9902,40.21496286456132
TSLP,85,-0.0025022505088865,-0.0016239704577559852,-0.158840290420404,0.0989778205603091,0.0,9903,40.208924581848926
ZNF474,85,-0.0024676567642653,-0.024884536286319044,-0.140770976524571,0.0969781686721145,0.0,9904,40.20288629913653
ACTL7A,85,-0.0024444101694258,-0.019286543131282936,-0.220459636519762,0.145063349506336,0.0,9905,40.19684801642413
NRIP2,85,-0.0024349603643876,-0.01570913295880604,-0.160788226793646,0.160231535606021,1.1764705882352942,9906,40.19080973371173
PRPS1,85,-0.0023937992104026,-0.01721666865635827,-0.121379433600833,0.0997741944906471,0.0,9907,40.184771450999335
FRY,85,-0.0023904248739492,0.006106050175388035,-0.0922802947455485,0.112620741612821,0.0,9908,40.17873316828694
IVNS1ABP,85,-0.0023670860560153,-0.005375982465570169,-0.137298691446824,0.106474847179526,0.0,9909,40.17269488557454
CDC20B,85,-0.0023629997530898,-0.012819303835918908,-0.105699519175247,0.114834923335582,0.0,9910,40.16665660286215
USH2A,85,-0.0023553430209497,-0.024872065587781943,-0.170163856518885,0.110324641421642,0.0,9911,40.16061832014975
ZNF408,85,-0.0023261011590574,0.010632559549421612,-0.106915672131731,0.145109371251284,0.0,9912,40.15458003743735
ZNF365,85,-0.0023133746454038,-0.02012579424007015,-0.169669777308183,0.0984871740622455,0.0,9913,40.14854175472495
ASAP2,85,-0.0023105095798317,-0.015440965312908318,-0.156124934350556,0.126628862137513,1.1764705882352942,9914,40.14250347201256
GDPGP1,85,-0.0022867527451772,0.00019953070472559917,-0.13304767186859,0.115992896713971,1.1764705882352942,9915,40.13646518930016
CBLN3,85,-0.0022648897121276,0.0045428938143023435,-0.146713427306108,0.109257211038825,0.0,9916,40.13042690658777
PIGB,85,-0.0022471125108345,-0.01740362954653097,-0.177074961383255,0.133659416208083,3.5294117647058822,9917,40.124388623875376
TMEM205,85,-0.0022282731415391,-0.020978769062952533,-0.170816520703054,0.123606485482069,1.1764705882352942,9918,40.11835034116298
CYB561D1,85,-0.0022213048995661,-0.015431608344646387,-0.143929412992216,0.125489640602143,0.0,9919,40.11231205845057
ZNF609,85,-0.0022152348121106,0.011675276185499057,-0.172724312093826,0.164138210351322,1.1764705882352942,9920,40.106273775738174
KIF5A,85,-0.0022070097896145,-0.01881036881102441,-0.140926621201234,0.0706799399857042,1.1764705882352942,9921,40.100235493025785
NEXN,85,-0.0021699722807115,0.011075728584595292,-0.173871920741663,0.179631467718904,1.1764705882352942,9922,40.09419721031339
PTOV1,85,-0.0021689770235954,-0.033576012554490206,-0.123010743433662,0.0902494561959581,0.0,9923,40.08815892760099
SERPINE3,85,-0.0021591021363977,-0.0233097835390477,-0.134906087838387,0.121375691750379,3.5294117647058822,9924,40.0821206448886
SCNN1A,85,-0.0021509877698076,0.045614358253193786,-0.102911819372479,0.172393636695194,1.1764705882352942,9925,40.0760823621762
RPGRIP1,85,-0.002102671672374,-0.005139686762469419,-0.11635354574505,0.097411912068642,0.0,9926,40.0700440794638
RNF103,85,-0.0020557487019452,-0.027075448261347692,-0.165866708781976,0.14178457568266,3.5294117647058822,9927,40.0640057967514
CBLN1,85,-0.0020085804861638,-0.004717191573969404,-0.15204419351822,0.151715471019658,0.0,9928,40.05796751403901
MAGEB17,85,-0.0019973989314135,-0.01286423429111781,-0.125302451017562,0.100772604534471,0.0,9929,40.05192923132661
ANKH,85,-0.0019764297206336,0.0627543990029859,-0.0775213209095825,0.125960781034431,0.0,9930,40.045890948614215
SULT1C2,85,-0.0019531006640508,-0.030116780008540345,-0.138877752721151,0.110461264126528,1.1764705882352942,9931,40.03985266590182
CHUK,85,-0.0019177648676981,-0.030135012028636467,-0.186407913507715,0.118680072154904,0.0,9932,40.03381438318942
REC8,85,-0.0018969526803154,-0.03414783102292025,-0.154802362052678,0.130100840951097,0.0,9933,40.02777610047702
ZNF589,85,-0.0018687078453091,-0.028912342857183734,-0.161965165603715,0.0864016530802589,2.3529411764705883,9934,40.021737817764624
TRAK1,85,-0.001844210423168,0.009654430784789666,-0.117361337820916,0.154830333706421,0.0,9935,40.01569953505223
DPRX,85,-0.0018354131902419,-0.012405238283174521,-0.113464713946935,0.132017359507093,0.0,9936,40.00966125233983
SLC31A2,85,-0.0018349410710034,0.0014155362957942554,-0.107836288269247,0.135611657093777,0.0,9937,40.003622969627436
BBC3,85,-0.0018271598910608,-0.006870108518729136,-0.144854933444149,0.141503796237742,1.1764705882352942,9938,39.99758468691505
INSL3,85,-0.0018177925462804,0.006838799600357935,-0.159442901016495,0.179669969595598,1.1764705882352942,9939,39.99154640420265
GPATCH3,85,-0.0018170079422101,-0.008035236939376147,-0.154860425829336,0.143279480533319,1.1764705882352942,9940,39.98550812149024
MLF2,85,-0.0017901053898742,-0.002022588029428775,-0.117916315223356,0.104456740437257,0.0,9941,39.979469838777845
MAPK7,85,-0.0017855601671448,-0.02446365728171052,-0.132298483118308,0.0777777657197914,2.3529411764705883,9942,39.97343155606545
TCIM,85,-0.0017752556099199,-0.003254986434468119,-0.158948062259474,0.147047885429998,0.0,9943,39.96739327335306
ZNF419,85,-0.0017638961859047,0.04194865252327626,-0.145373983235538,0.206756740238032,1.1764705882352942,9944,39.961354990640665
SAMD3,85,-0.0017570053257366,-0.010289832701087704,-0.154253712978455,0.114095090445706,0.0,9945,39.95531670792827
AMPD2,85,-0.001749969737167,0.016371163217984368,-0.143365929128429,0.158528869607937,2.3529411764705883,9946,39.94927842521587
PDE9A,85,-0.0017441722225307,-0.014889826394563505,-0.149827062972278,0.114753521616217,2.3529411764705883,9947,39.94324014250347
NYX,85,-0.0017181458658535,0.021887167638065922,-0.0870208806113132,0.125499518172315,1.1764705882352942,9948,39.937201859791074
MAP1B,85,-0.0017132528960088,-0.020624087421805163,-0.168922372043328,0.105136673113503,1.1764705882352942,9949,39.93116357707868
BPNT2,85,-0.0017083619854774,-0.024598101570957213,-0.145303476991121,0.143070064450952,1.1764705882352942,9950,39.92512529436628
IGSF9,85,-0.0017011796387856,-0.01585643902664339,-0.11892759168055,0.139943952686005,0.0,9951,39.919087011653886
TMPRSS12,85,-0.0016870853723077,-0.03455746005922939,-0.156545895190675,0.1299739361771,0.0,9952,39.91304872894149
AHI1,85,-0.0016824381350293,0.02332407757124662,-0.131260249012013,0.152055078065183,1.1764705882352942,9953,39.907010446229094
CAMSAP3,85,-0.0016791292693644,0.0018483793964300251,-0.114883397919251,0.116813698892479,0.0,9954,39.9009721635167
CCDC159,85,-0.001649704392252,0.013824848130215414,-0.111932265700762,0.173278467567212,1.1764705882352942,9955,39.894933880804295
RXFP3,85,-0.0016241658218362,0.0155529032464233,-0.114032899032045,0.124519603698781,0.0,9956,39.8888955980919
PYHIN1,85,-0.0016171256115963,-0.05538918703240545,-0.192714251343563,0.102670367620651,1.1764705882352942,9957,39.8828573153795
GCSAM,85,-0.0016088918047503,-0.013781491946727807,-0.182102226629917,0.108348195174362,0.0,9958,39.87681903266711
SLC12A4,85,-0.0016045784709521,0.02699390118915591,-0.0899395018778016,0.150164867943742,0.0,9959,39.87078074995472
HSPA2,85,-0.0016011794809893,-0.03694039593297912,-0.139908936611489,0.118663990985585,1.1764705882352942,9960,39.86474246724232
FLACC1,85,-0.0015916946594772,-0.02375129461485594,-0.168251505122313,0.0998855387758085,0.0,9961,39.85870418452993
CSTB,85,-0.0015847889074619,0.0026486405374926817,-0.121440191269692,0.16590069777832,0.0,9962,39.85266590181752
RBP5,85,-0.0015790361185246,-0.04298147074000398,-0.168321750878814,0.121844492179129,0.0,9963,39.84662761910512
EIPR1,85,-0.0015790254208413,3.56159020328562e-05,-0.136459402062256,0.130544001675252,2.3529411764705883,9964,39.84058933639273
TRAFD1,85,-0.0015441417849709,0.0003961002061035367,-0.154963645123516,0.168469676884614,1.1764705882352942,9965,39.834551053680336
FAM222A,85,-0.0015407264552213,0.047496915577372296,-0.114302505197044,0.212520326362438,1.1764705882352942,9966,39.82851277096794
HES2,85,-0.0015145117605882,-0.014703383891785262,-0.127751572391971,0.126860476984343,1.1764705882352942,9967,39.822474488255544
RAP1GAP2,85,-0.0015136875887642,0.0267311122872161,-0.0878721482415447,0.166025028220426,0.0,9968,39.81643620554315
TMEM129,85,-0.0014739242301918,-0.007245030178921666,-0.113809925074339,0.123193103277677,0.0,9969,39.810397922830745
SPATA2,85,-0.0014731334274729,-0.010038109606324206,-0.1175218799943,0.152719264522634,0.0,9970,39.80435964011835
DACT1,85,-0.0014673154873429,-0.031211166045118383,-0.20525558119203,0.153654919216157,4.705882352941177,9971,39.79832135740595
PRKAB1,85,-0.0014633714560518,0.020410701018179555,-0.126369374224139,0.135975745771273,1.1764705882352942,9972,39.79228307469356
NHEJ1,85,-0.0014253057618535,-0.010322452119470553,-0.181865269750907,0.132785481154935,1.1764705882352942,9973,39.78624479198116
RIPK2,85,-0.0014158164831267,-0.020726166118806125,-0.135524772187715,0.115480486153925,1.1764705882352942,9974,39.780206509268766
MTMR9,85,-0.001410337947682,-0.024251882088557494,-0.159996961525409,0.118937833568928,0.0,9975,39.77416822655637
FCRLB,85,-0.0014068123965386,-0.027726841945400982,-0.167335662875296,0.123238751737877,1.1764705882352942,9976,39.76812994384397
CD164,85,-0.0013616202905108,-0.02806138013695662,-0.191960519383865,0.132526058442761,1.1764705882352942,9977,39.76209166113157
FAM78B,85,-0.0013430747843307,-0.004403534989256883,-0.126959133478149,0.0835366421774997,0.0,9978,39.756053378419175
SLC17A5,85,-0.001333943469088,0.006456830312983371,-0.0764982904796533,0.0963857948001445,1.1764705882352942,9979,39.75001509570678
DCD,85,-0.0013214786290391,-0.004885874559908407,-0.14958793859998,0.11195334023826,0.0,9980,39.74397681299438
UTS2B,85,-0.0013112266629782,-0.012072237407237034,-0.178111574057231,0.149343757955262,0.0,9981,39.737938530281994
TMEM38A,85,-0.0012719545981665,-0.020243747113427493,-0.153031829303146,0.0869742464913956,0.0,9982,39.7319002475696
RPRM,85,-0.0012664002484081,-0.008002293805288203,-0.149742372316723,0.107767570789806,0.0,9983,39.72586196485719
COL11A1,85,-0.0012383015049277,-0.04605075812179949,-0.131402293604154,0.0806041221064532,0.0,9984,39.71982368214479
RNF25,85,-0.0012367541801512,-0.02073888438360602,-0.128793413742569,0.109042927778861,0.0,9985,39.713785399432396
TPBG,85,-0.001229477491326,-0.017775496121327512,-0.138290006512444,0.105777154039869,0.0,9986,39.70774711672001
C2CD4B,85,-0.0012139357645946,0.02317150657641568,-0.0997634597368993,0.186631849068811,0.0,9987,39.70170883400761
FAM221A,85,-0.0012117905987356,0.04747192099271707,-0.0956611738952894,0.14823794547443,2.3529411764705883,9988,39.695670551295215
SCN10A,85,-0.0011654472115732,-0.011921281496074132,-0.155760738076621,0.0897827377121879,0.0,9989,39.68963226858282
SCML2,85,-0.0011347838322214,-0.010737375499807833,-0.1414996420001,0.10603954420089,1.1764705882352942,9990,39.68359398587042
VWA7,85,-0.0010868084301452,-0.034288200193175015,-0.163243172570789,0.0949351240082326,0.0,9991,39.67755570315802
CADM3,85,-0.0010804281617552,-0.025956632074918638,-0.118608910789185,0.126107962170017,0.0,9992,39.671517420445625
LIN7A,85,-0.0010734336307611,0.0006766608280363663,-0.122867926288508,0.162192804238344,1.1764705882352942,9993,39.66547913773323
SPATA21,85,-0.001040831462481,0.021584130242374003,-0.0943350531668376,0.100134931097535,0.0,9994,39.65944085502083
SEMA7A,85,-0.0010400893360666,0.02660483448838038,-0.133384565546043,0.177024335563096,0.0,9995,39.65340257230844
PRR23D1,85,-0.0010106685126984,-0.010896451567905844,-0.144835533637654,0.154083193909595,0.0,9996,39.64736428959604
IL1RL2,85,-0.0009975083302559,-0.011742755877282794,-0.167423544359205,0.124104330497215,1.1764705882352942,9997,39.64132600688364
PNKD,85,-0.000953260829036,0.027728334185528614,-0.0805125494317538,0.136559720227267,0.0,9998,39.63528772417124
IL18R1,85,-0.0009400183237418,-0.043878279300449435,-0.189992425647551,0.162731957372614,2.3529411764705883,9999,39.629249441458846
DYNC1LI1,85,-0.0009292594217238,0.020078635218302717,-0.128686260882313,0.140573718904617,0.0,10000,39.62321115874645
RAPGEF5,85,-0.000925825087213,0.017874402828868867,-0.139738022394981,0.175904608319929,2.3529411764705883,10001,39.617172876034054
RAB4B,85,-0.0009158065141954,-0.012591748114554954,-0.154689878919244,0.147536827841072,1.1764705882352942,10002,39.611134593321665
GARIN1B,85,-0.0008364005848562,-0.022685658368901934,-0.149348509057932,0.0821360710828115,0.0,10003,39.60509631060927
CIZ1,85,-0.0008190447454714,-0.01742383211919753,-0.108594820125001,0.10905329463924,0.0,10004,39.59905802789686
FAM89A,85,-0.0008145304021704,-0.006423717234385801,-0.139646611056366,0.136318550047398,1.1764705882352942,10005,39.59301974518446
CFAP251,85,-0.0007881508544837,-0.028406355482946285,-0.145901410436789,0.151408088502717,2.3529411764705883,10006,39.58698146247207
FBLN5,85,-0.0007880073836736,-0.0024283348460173255,-0.144631140575939,0.155105301414863,0.0,10007,39.58094317975968
SMPDL3A,85,-0.0007608110575983,-0.002195586272531578,-0.110700171839422,0.117147242791411,0.0,10008,39.57490489704728
KRT34,85,-0.0007466438255232,0.0128104501305407,-0.103934790682486,0.132106063891883,0.0,10009,39.56886661433489
ZNF649,85,-0.000742241577446,-0.01741014583025064,-0.166934997073194,0.140177459384265,1.1764705882352942,10010,39.56282833162249
BTN3A3,85,-0.0007373702734494,0.004022707227605283,-0.121329740825698,0.0912815148583361,0.0,10011,39.556790048910095
SNX22,85,-0.0007241170966315,-0.030046782107972028,-0.182040711418494,0.136524901263037,1.1764705882352942,10012,39.55075176619769
HYAL1,85,-0.0007204971609343,0.0004752589138741221,-0.114808997659983,0.123452308176953,0.0,10013,39.544713483485296
CSN1S1,85,-0.0007173993879728,-0.016704325918673275,-0.139700035601641,0.113676119546198,1.1764705882352942,10014,39.5386752007729
YWHAB,85,-0.0007098373783988,0.009107060146438752,-0.103612822744869,0.159118739819229,0.0,10015,39.532636918060504
FOLR2,85,-0.0006869998976858,0.01046832251083584,-0.0914317301513212,0.144406616356167,0.0,10016,39.52659863534811
MRM1,85,-0.0006608663994139,0.0006944427645407043,-0.124915842759922,0.174979810959002,1.1764705882352942,10017,39.52056035263571
TMEM220,85,-0.0006468811030097,-0.033117573719726956,-0.137192583709444,0.0975493032681988,0.0,10018,39.514522069923316
UGGT1,85,-0.00058404947163,-0.032307985483573116,-0.178889970337845,0.153829060427145,1.1764705882352942,10019,39.50848378721091
DCLK3,85,-0.0005672174553748,-0.003761651568719922,-0.121589264396405,0.11831296617652,1.1764705882352942,10020,39.50244550449852
RUNDC3B,85,-0.0005602769619616,-0.000983342508857359,-0.126269193407508,0.142594301900443,1.1764705882352942,10021,39.49640722178612
LRPAP1,85,-0.0005563356943536,-0.0333821297311886,-0.117715890979692,0.088257381813596,0.0,10022,39.490368939073726
CORO1C,85,-0.0005393809860639,-0.0038372750994555027,-0.167972688886309,0.150772623450882,1.1764705882352942,10023,39.48433065636133
HDC,85,-0.0005231285845011,-0.016978149171411296,-0.138311501620894,0.0933786420127819,1.1764705882352942,10024,39.47829237364894
NKD1,85,-0.0005067864129924,-0.02796814099197827,-0.121531525142633,0.110352699740226,0.0,10025,39.472254090936545
BBOF1,85,-0.0005063448561091,-0.006008713900384561,-0.151303485478809,0.187555311582354,0.0,10026,39.466215808224135
PRCP,85,-0.0004825899159206,0.012213996410948395,-0.112455118735096,0.123683856268627,0.0,10027,39.46017752551174
C1orf127,85,-0.0004740214740215,-0.022474545988048968,-0.151278991746193,0.139755686301658,1.1764705882352942,10028,39.45413924279934
FAM219B,85,-0.000463251229388,0.011662525865810824,-0.113898592323798,0.127911472107482,1.1764705882352942,10029,39.448100960086954
MYL6B,85,-0.0004508066095569,-0.00023648272799226382,-0.152552201083682,0.123475143676046,0.0,10030,39.44206267737456
ENKD1,85,-0.0004290275451734,0.030720067075757102,-0.095313204582084,0.176835607955665,0.0,10031,39.43602439466216
EHBP1,85,-0.000415821282137,-0.00920018415479925,-0.11121348369569,0.116835133009072,0.0,10032,39.429986111949766
LRRC24,85,-0.0004025824347138,-0.027057804302076587,-0.12831881625277,0.0975726261083517,2.3529411764705883,10033,39.42394782923736
KIF3C,85,-0.0003863694149964,0.0011314927888574414,-0.119801176802424,0.122744311164056,0.0,10034,39.41790954652497
FBF1,85,-0.0003845739399457,0.021471357955762167,-0.100767486274191,0.13255276061545,0.0,10035,39.41187126381257
PPIG,85,-0.0003832654597498,0.014768311105653019,-0.143564009557506,0.146506289021243,0.0,10036,39.405832981100176
CACNG3,85,-0.0003799729841097,-0.01433867341830406,-0.176121629204626,0.108719774012626,3.5294117647058822,10037,39.39979469838778
TG,85,-0.000366369405781,0.020572672202765565,-0.0796679768321669,0.134236243918185,0.0,10038,39.393756415675384
H2BC1,85,-0.000312704496041,0.009723335842440171,-0.180224642319673,0.152879481308586,0.0,10039,39.38771813296299
TBX3,85,-0.0002858851846267,-0.023910732571104147,-0.157771707452466,0.125780114707618,2.3529411764705883,10040,39.381679850250585
THNSL2,85,-0.0002487312441811,-0.01661975087475609,-0.1662386544596,0.0993924324923177,0.0,10041,39.37564156753819
FBXL13,85,-0.0002469449706761,0.022249308033253028,-0.089730286027494,0.166169603084061,0.0,10042,39.36960328482579
ETV7,85,-0.0002344448128247,-0.009597075087596513,-0.15496820136334,0.117506733986436,0.0,10043,39.3635650021134
GSE1,85,-0.0001833023732781,0.0055319268782231855,-0.0980637905979391,0.0949675948586624,0.0,10044,39.357526719401
CCDC80,85,-0.000155777391042,-0.018480121889552288,-0.197693003658788,0.147425986779967,0.0,10045,39.35148843668861
JCAD,85,-0.0001549249764586,-0.052041569807181644,-0.160259848697186,0.100031159042877,2.3529411764705883,10046,39.345450153976216
FOXC1,85,-0.0001395496023988,0.005536970323818209,-0.121390529394904,0.110387001963652,0.0,10047,39.339411871263806
EVA1A,85,-0.0001394131498046,0.012634219031659545,-0.101118265787137,0.118197222736512,1.1764705882352942,10048,39.33337358855141
OLFML2A,85,-0.0001335613405081,0.00925269352427359,-0.116001097496008,0.178065239212653,0.0,10049,39.327335305839014
TPM3,85,-0.0001332589009463,0.019509379966966098,-0.114743983509811,0.159341624119331,1.1764705882352942,10050,39.321297023126625
GSTK1,85,-0.0001279905270429,-0.017406475845323628,-0.141772517161355,0.130015353872107,1.1764705882352942,10051,39.31525874041423
GUCY1A1,85,-0.0001228790994607,0.019366335761001423,-0.115794349080611,0.143619457566014,0.0,10052,39.309220457701834
C11orf42,85,-0.0001114781167577,-0.033473057907011966,-0.165467628943369,0.0728346172406619,1.1764705882352942,10053,39.30318217498944
LYPD3,85,-9.60966553286398e-05,-0.01714545288703218,-0.144081355937564,0.107395986226793,1.1764705882352942,10054,39.297143892277035
SLC22A23,85,-8.42490392114762e-05,0.025594582894356375,-0.105680569161631,0.169654454574518,0.0,10055,39.29110560956464
CAMK4,85,-7.89348635144922e-05,0.026101576082346846,-0.113869858827414,0.14627017954873,0.0,10056,39.28506732685224
RASSF8,85,-3.84912263815136e-05,-0.011944125550164013,-0.128109537057229,0.138885944023028,1.1764705882352942,10057,39.27902904413985
CDC42BPG,85,-1.71445884402565e-05,0.007389983384053913,-0.10433902050895,0.123468033038678,1.1764705882352942,10058,39.27299076142745
PLIN4,85,-3.31383650534159e-06,-0.028565913398060805,-0.189949453197293,0.139347719188598,1.1764705882352942,10059,39.266952478715055
ABCB11,85,-9.56723290913609e-07,-0.03082324496283857,-0.18706092786515,0.110433210939428,1.1764705882352942,10060,39.26091419600266
GZMH,85,3.4918655609147e-05,0.002579753292603587,-0.14610603728487,0.115254698881158,0.0,10061,39.254875913290256
HOXB1,85,9.55699149975663e-05,0.011295038912339682,-0.102129572832413,0.112030463979156,1.1764705882352942,10062,39.24883763057786
